"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,-0.045924,8.5951,4.833e-05,NaN,NaN,NaN,NaN,1,0.96397,0.25518,0.041642,
1,-0.13067,1.5205,0.31344,1,0,0.76206,1,1,0.60532,0,0,
2,-0.41729,0.41865,0.48496,1,0,0.5993,1,1,0.56908,0,0,
3,-0.52855,0.15768,0.65987,1,0,0.40308,1,1,0.50975,0,0,
4,-0.5418,0.048817,0.82726,1,0,0.14813,1,1,0.50365,0,0,
5,-0.54479,0.027651,0.99428,1,0,0.086579,1,1,0.49654,0,0,
6,-0.54683,0.025247,1.1631,1,0,0.080595,1,1,0.48953,0,0,
7,-0.549,0.026015,1.3362,1,0,0.084812,1,1,0.48355,0,0,
8,-0.55139,0.027125,1.5022,1,0,0.090367,1,1,0.47794,0,0,
9,-0.55387,0.02653,1.6677,1,0,0.090341,1,1,0.47461,0,0,
10,-0.55545,0.020622,1.8337,1,0,0.071555,1,1,0.47496,0,0,
11,-0.55676,0.018811,1.9987,1,0,0.066469,1,1,0.47541,0,0,
12,-0.55779,0.016478,2.1641,1,0,0.059202,1,1,0.47534,0,0,
13,-0.55867,0.015302,2.3296,1,0,0.055726,1,1,0.47594,0,0,
14,-0.55948,0.014658,2.5432,1,0,0.054028,1,1,0.47771,0,0,
15,-0.5602,0.013751,2.7201,1,0,0.051208,1,1,0.48045,0,0,
16,-0.56087,0.013282,2.8915,1,0,0.049891,1,1,0.48314,0,0,
17,-0.56144,0.011638,3.0633,1,0,0.044015,1,1,0.48558,0,0,
18,-0.56179,0.009029,3.2321,1,0,0.034261,1,1,0.48791,1.6787e-17,2.2383e-19,
19,-0.56202,0.0075159,3.4013,1,0,0.028543,1,1,0.49025,0,0,
20,-0.56221,0.0069951,3.5776,1,0,0.026552,1,1,0.49256,0,0,
21,-0.56239,0.0067438,3.743,1,0,0.025561,1,1,0.49477,0,0,
22,-0.56249,0.0049797,3.9179,1,0,0.018831,1,1,0.49719,0,0,
23,-0.56256,0.0037942,4.083,1,0,0.014318,1,1,0.49894,0,0,
24,-0.56259,0.0028368,4.2482,1,0,0.010686,1,1,0.50024,0,0,
25,-0.56261,0.0021325,4.4137,1,0,0.008021,1,1,0.50121,0,0,
26,-0.56262,0.0016037,4.5854,1,0,0.0060249,1,1,0.50193,0,0,
27,-0.56263,0.0011973,4.755,1,0,0.0044943,1,1,0.50247,0,0,
28,-0.56263,0.00089271,4.9218,1,0,0.0033486,1,1,0.50286,0,0,
29,-0.56264,0.00066678,5.0878,1,0,0.0024999,1,1,0.50315,0,0,
30,-0.56264,0.00049854,5.2538,1,0,0.0018684,1,1,0.50337,0,0,
31,-0.56264,0.00037297,5.4256,1,0,0.0013974,1,1,0.50353,0,0,
32,-0.56264,0.00027914,5.5921,1,0,0.0010456,1,1,0.50365,0,0,
33,-0.56264,0.00020897,5.7595,1,0,0.00078265,1,1,0.50374,0,0,
34,-0.56264,0.00015646,5.9321,1,0,0.00058593,1,1,0.5038,0,0,
35,-0.56264,0.00011716,6.1044,1,0,0.00043872,1,1,0.50386,0,0,
36,-0.56264,8.7741e-05,6.2716,1,0,0.00032852,1,1,0.50389,0,0,
