"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,0.21685,0.035468,-0.067518,0.95642,
1,0.019017,0,0,-0.02532,0.92215,
2,0.028387,0,0,-0.025342,0.92223,
3,0.1344,0,0,-0.52425,0.9291,
4,0.22028,0,0,-0.76106,0.51152,
5,0.27178,0.00019721,3.5422e-06,-0.77471,0.46543,
6,0.31645,3.8677e-05,1.0707e-06,-0.77628,0.45956,
7,0.33671,1.0573e-05,2.7278e-07,-0.77648,0.4587,
8,0.35362,1.7313e-06,6.7302e-08,-0.77652,0.45858,
9,0.36688,9.8485e-07,5.357e-08,-0.77652,0.45858,
10,0.37946,8.1156e-07,1.2169e-07,-0.77652,0.45858,
11,0.38968,2.9559e-06,2.5682e-07,-0.77652,0.4586,
12,0.40812,5.9202e-07,6.1377e-08,-0.77652,0.4586,
13,0.42572,4.8917e-08,3.9074e-09,-0.77652,0.4586,
14,0.43016,4.8917e-08,3.9074e-09,-0.77652,0.4586,
15,0.4497,1.3542e-08,8.0695e-10,-0.77652,0.4586,
16,0.46221,3.5311e-07,2.0664e-08,-0.77652,0.4586,
17,0.4792,1.1756e-07,9.0836e-09,-0.77652,0.4586,
18,0.49262,6.8262e-10,6.0246e-11,-0.77652,0.4586,
19,0.50225,2.2571e-07,2.0834e-08,-0.77652,0.4586,
20,0.51722,8.0884e-08,4.9852e-09,-0.77652,0.4586,
21,0.53387,1.6983e-10,9.7418e-12,-0.77652,0.4586,
22,0.54805,6.898e-09,4.0722e-10,-0.77652,0.4586,
23,0.56584,1.6468e-09,1.2332e-10,-0.77652,0.4586,
24,0.5811,9.1239e-13,7.2956e-14,-0.77652,0.4586,
25,0.59214,1.8211e-09,1.5535e-10,-0.77652,0.4586,
26,0.60774,7.2009e-10,3.9767e-11,-0.77652,0.4586,
27,0.62748,1.166e-13,8.6171e-15,-0.77652,0.4586,
28,0.6379,8.7759e-10,6.9892e-11,-0.77652,0.4586,
29,0.65465,2.9852e-10,1.8228e-11,-0.77652,0.4586,
30,0.67886,1.7313e-14,1.1924e-15,-0.77652,0.4586,
