"iter","cost",
0,0.034586,
1,-0.076281,
2,-0.31199,
3,-0.46507,
4,-0.4469,
5,-0.46136,
6,-0.45832,
7,-0.45597,
8,-0.46335,
9,-0.48029,
10,-0.49442,
11,-0.48863,
12,-0.48124,
13,-0.48262,
14,-0.48194,
15,-0.48173,
16,-0.48189,
17,-0.48179,
18,-0.4817,
19,-0.48165,
20,-0.48168,
21,-0.48171,
22,-0.48176,
23,-0.4818,
24,-0.48174,
25,-0.48167,
26,-0.48164,
27,-0.48163,
28,-0.48173,
29,-0.48176,
30,-0.48229,
31,-0.48216,
32,-0.48226,
33,-0.48203,
34,-0.48201,
35,-0.48201,
36,-0.482,
37,-0.482,
38,-0.482,
39,-0.482,
39,-0.482,
