"iter","cost",
0,-2.1497,
1,-6.2738,
2,-3.6093,
3,-1.0561,
4,-0.96,
5,-0.69926,
6,0.0015046,
7,-0.088764,
8,-0.056125,
9,-0.059703,
10,-0.057566,
11,-0.10521,
12,-0.22476,
13,-0.20786,
14,-0.37565,
15,-0.59549,
16,-0.60773,
17,-0.60897,
18,-0.60797,
19,-0.60658,
20,-0.60717,
21,-0.60791,
22,-0.76757,
23,-0.75669,
24,-0.75786,
25,-0.75715,
26,-0.75696,
27,-0.7889,
28,-0.78861,
29,-0.78843,
30,-0.78837,
31,-0.78837,
32,-0.78837,
33,-0.79497,
34,-0.79483,
35,-0.79483,
36,-0.79483,
37,-0.79483,
37,-0.79483,
