"iter","cost",
0,-17.3523,
1,-10.5456,
2,-5.4897,
3,-3.8816,
4,-2.7884,
5,-2.6813,
6,-1.4813,
7,-1.1861,
8,-0.78693,
9,-0.74228,
10,-0.70556,
11,-0.70035,
12,-0.69929,
13,-0.75778,
14,-0.80497,
15,-0.80108,
16,-0.79546,
17,-0.86059,
18,-0.88354,
19,-0.88189,
20,-0.88001,
21,-0.8796,
22,-0.87972,
23,-0.90392,
24,-0.90373,
25,-0.90344,
26,-0.90312,
27,-0.90304,
28,-0.90306,
29,-0.90306,
30,-0.90306,
31,-0.90793,
32,-0.90741,
33,-0.90739,
34,-0.90737,
35,-0.90737,
36,-0.90737,
37,-0.90823,
38,-0.90817,
39,-0.90817,
40,-0.90816,
41,-0.90816,
42,-0.90816,
42,-0.90816,
