,RALM,REPM(LQH),REPM(LSE),RSQO
0,0.0,0.0,0.0,3.2923e-05
1,0.90504,0.31844,1.317,0.1305
2,1.8124,1.2256,2.0123,0.25440999999999997
3,2.7416,2.1308,2.9543,0.37613
4,3.5996,3.0212,4.33,0.49845
5,4.4491,3.9007,5.7189,0.61973
6,5.345,4.7871,7.1086,0.74555
7,6.2366,5.6888,8.4734,0.87169
8,7.1187,6.6239,9.8362,0.9908100000000001
9,8.0223,7.5334,11.2034,1.1179999999999999
10,8.8892,8.4096,12.5473,1.2427
11,9.7573,9.2947,13.901,1.3731
12,10.6077,10.1803,15.2538,1.4937
13,11.4576,11.0673,16.602999999999998,1.6176
14,12.3224,11.9488,17.9431,1.7376
15,13.1929,12.8239,19.2978,1.8594
16,14.0603,13.6955,20.6396,1.9772
17,14.9293,14.5746,21.9576,2.0983
18,15.7974,15.453,23.2842,2.2189
19,16.6772,16.3492,24.6303,2.3515
20,17.5457,16.5025,25.9934,2.4779
21,18.4176,17.3955,27.3251,2.5984
22,19.2948,17.545,28.666,2.7198
23,20.1705,17.6827,29.997,2.8449
24,21.0474,17.8124,31.3202,2.9692
25,21.9276,17.9642,32.6621,3.0951
26,22.7858,18.0876,33.9818,3.2174
27,22.8151,18.1907,35.3615,3.3417
28,22.8336,18.2593,35.4239,3.4671
29,22.8511,18.3338,35.4857,3.5944
30,22.8687,18.3995,35.5394,3.7182
31,22.8889,18.4537,35.5971,3.8424
32,22.9097,18.4736,35.63,3.9674
33,22.9319,18.4951,35.6604,4.0918
34,22.9568,18.5162,35.6921,4.2177
35,22.9808,18.5367,35.7263,4.3435
36,23.004,18.5564,35.7587,4.4724
37,23.041999999999998,18.5757,35.7879,4.5982
38,23.0812,18.5952,35.8191,4.7243
39,23.1194,18.615,36.2645,4.8484
40,23.1574,18.6345,36.2944,4.9715
41,23.1955,18.6534,36.3252,5.1005
42,23.234,18.6751,36.3556,5.2369
43,23.2723,18.6955,36.3861,5.3676
44,23.3104,18.714000000000002,37.7494,5.4936
45,23.3482,18.7344,37.7885,5.6153
46,23.3865,18.7534,37.8186,5.7338
47,23.4246,18.7734,37.8484,5.8675
48,23.463,18.7937,39.2454,5.9933
49,23.5011,18.813,39.3094,6.1222
50,23.5396,18.833,39.3391,6.2446
51,23.5775,18.8536,39.3682,6.3695
52,23.6157,18.8729,39.397,6.4921
53,23.6544,18.8928,39.4256,6.6109
54,23.6929,18.9133,39.4564,6.7328
55,23.7319,18.9326,39.4865,6.8558
56,23.7703,18.9532,39.5157,6.9792
57,23.8087,18.9724,39.5473,7.102
58,23.846999999999998,18.9933,39.5767,7.2208
59,23.8856,19.0105,39.6052,7.3426
60,23.9261,19.0304,39.6341,7.4631
61,23.9648,19.0511,39.6638,7.5842
62,24.0034,19.0684,39.6919,7.7121
63,24.0425,19.0891,39.7239,7.8344
64,24.0812,19.1085,39.7537,7.9532
65,24.1202,19.1252,41.1213,8.0711
66,24.1591,19.1452,41.1515,8.206
67,24.1979,19.1652,41.1808,8.3322
68,24.2367,19.1829,41.2112,8.4545
69,24.2767,19.2024,42.5645,8.5759
70,24.3156,19.2245,42.6181,8.6966
71,24.3545,19.2438,42.6508,8.8206
72,24.3933,19.2644,42.683,8.9432
73,24.4323,19.2836,42.7128,9.0621
74,24.4712,19.3035,42.7418,9.1823
75,24.51,19.324,42.7715,9.2999
76,24.5487,19.3419,44.1455,9.4203
77,24.5875,19.3631,44.1854,9.5465
78,24.6263,19.3825,44.2195,9.6645
79,24.6652,19.4018,44.2529,9.7835
80,24.7041,19.4229,44.2838,9.9048
81,24.7428,19.4409,44.3602,10.0281
82,24.7817,19.462,44.3956,10.1518
83,24.8205,19.4813,44.4288,10.2742
84,24.8604,19.5025,44.4567,10.3939
85,24.8993,19.5199,44.486999999999995,10.515
86,24.9381,19.5411,44.5198,10.6351
87,24.9771,19.5617,44.5495,10.7585
88,25.0157,19.583,44.5796,10.8795
89,25.0545,19.6009,44.6102,11.0056
90,25.0934,19.6215,44.6408,11.1236
91,25.1321,19.6392,44.6719,11.2456
92,25.1708,19.6595,44.7523,11.3688
93,25.2097,19.6766,44.7812,11.4879
94,25.2486,19.6971,44.8116,11.6099
95,25.2872,19.7148,44.8853,11.7286
96,25.3261,19.7359,44.9182,11.8466
97,25.3649,19.754,44.9512,11.9685
98,25.4036,19.7737,44.9799,12.0869
99,25.4435,19.7942,45.0099,12.2068
100,25.4844,19.8136,45.0437,12.3275
