"iter","cost","time","LagGradNorm","maxviolation","KKT_residual",
0,416.5697,0.0036357,11.7206,10.6396,15.8317,
1,407.6226,0.0073617,13.487,9.3097,16.649,
2,343.8917,0.020119,5.2407,1.1353,5.6862,
3,322.0839,0.029003,7.4587,1.4855,8.268,
4,252.4103,0.041338,4.3261,1.5009,5.0404,
5,243.2384,0.050514,2.6342,1.3673,3.7655,
6,239.287,0.060043,7.1829,1.4122,7.9636,
7,235.5678,0.069114,5.9814,1.3588,6.9924,
8,233.0303,0.078145,7.5335,1.42,8.5696,
9,231.183,0.086261,8.008,2.4166,9.1739,
10,223.2584,0.095303,5.4791,2.187,6.8727,
11,214.7183,0.10411,4.0567,1.6799,5.5404,
12,209.3616,0.11292,4.0046,1.5532,5.4126,
13,201.3137,0.12186,3.7283,1.4582,4.9232,
14,200.4879,0.13061,4.1016,1.1474,5.0773,
15,197.1081,0.1403,4.197,1.0308,5.0872,
16,168.2661,0.15164,3.9463,0.88259,4.2092,
17,167.4732,0.16128,4.6746,0.91812,4.8879,
18,164.269,0.17054,2.6154,0.94662,2.9656,
19,161.9225,0.1801,2.9087,0.88239,3.2052,
20,160.7768,0.19329,3.1482,0.79461,3.4285,
21,154.9142,0.20522,4.0375,1.1225,4.2346,
22,152.402,0.21452,3.6755,1.016,3.8726,
23,150.2446,0.22361,2.6602,0.88985,2.8898,
24,148.6492,0.23235,2.3709,0.55518,2.5105,
25,147.6423,0.24094,2.8264,0.29276,2.9112,
26,145.4867,0.25019,3.229,0.41243,3.3177,
27,143.8435,0.25985,3.2228,0.53891,3.3433,
28,142.9825,0.26944,4.8156,0.85445,4.9816,
29,142.5395,0.27848,4.2811,1.0213,4.5361,
30,140.531,0.28714,3.1714,0.57464,3.306,
31,140.1535,0.29567,2.0281,0.31866,2.0893,
32,138.632,0.30443,1.6769,0.23693,1.7148,
33,137.741,0.31361,1.1219,0.246,1.1832,
34,137.1499,0.32439,0.90078,0.235,0.96432,
35,136.9574,0.33309,1.5191,0.29719,1.5601,
36,136.4251,0.34125,1.147,0.12842,1.1694,
37,135.4839,0.34977,0.80223,0.076406,0.8164,
38,135.1234,0.36194,0.74873,0.070856,0.76168,
39,134.909,0.37112,0.56017,0.03781,0.56673,
40,134.6682,0.37983,0.45888,0.020171,0.46168,
41,134.5276,0.38858,0.38881,0.015076,0.39074,
42,134.427,0.39722,0.36302,0.0085462,0.36402,
43,134.3478,0.40605,0.33239,0.008091,0.33303,
44,134.2943,0.41477,0.372,0.013482,0.37263,
45,134.254,0.42392,0.44122,0.022462,0.44205,
46,134.2063,0.43572,0.55158,0.048993,0.55396,
47,134.1883,0.4449,0.70363,0.064018,0.70676,
48,133.821,0.45663,0.91081,0.071491,0.91367,
49,133.7329,0.46585,1.1909,0.14664,1.2001,
50,133.4232,0.47805,1.1461,0.31574,1.1894,
51,133.0901,0.48723,1.1028,0.31861,1.1487,
52,132.8916,0.49634,1.0263,0.42496,1.1136,
53,132.5628,0.50523,0.83676,0.36478,0.91534,
54,132.2862,0.51406,0.72459,0.20811,0.75557,
55,132.1499,0.52204,0.73191,0.045489,0.73468,
56,132.1046,0.53018,0.49889,0.02938,0.50278,
57,131.9049,0.53875,0.40313,0.022853,0.40617,
58,131.7328,0.54738,0.40241,0.011695,0.40369,
