"iter","cost",
0,-3.1768,
1,-5.3793,
2,-2.3971,
3,-0.78145,
4,-1.112,
5,-0.6345,
6,-0.32708,
7,-0.23699,
8,-0.24181,
9,-0.23421,
10,-0.29648,
11,-0.36968,
12,-0.36115,
13,-0.44629,
14,-0.51086,
15,-0.51012,
16,-0.52442,
17,-0.51927,
18,-0.51791,
19,-0.51809,
20,-0.59733,
21,-0.5828,
22,-0.583,
23,-0.58247,
24,-0.58235,
25,-0.58234,
26,-0.58236,
27,-0.5982,
28,-0.59592,
29,-0.5958,
30,-0.59576,
31,-0.59576,
32,-0.59576,
33,-0.59874,
34,-0.59847,
35,-0.59846,
36,-0.59846,
37,-0.59846,
38,-0.59903,
39,-0.59901,
40,-0.59901,
41,-0.59901,
42,-0.59901,
43,-0.59912,
44,-0.59912,
45,-0.59912,
46,-0.59912,
47,-0.59912,
48,-0.59914,
49,-0.59914,
50,-0.59914,
51,-0.59914,
51,-0.59914,
