"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,0.028511,7.1247,0.0001431,NaN,NaN,NaN,NaN,1,7.1548,0.28758,0.051305,
1,-0.542,0.85811,0.084809,1,0,1.5255,1,1,0.85811,4.374e-12,2.6787e-13,
2,-0.61096,0.13416,0.16893,1,0,0.90125,1,1,0.13416,0,0,
3,-0.62356,0.029906,0.26915,1,0,0.29385,1,1,0.029906,6.6067e-13,1.7372e-14,
4,-0.62688,0.013879,0.35617,1,0,0.15651,1,1,0.013879,0,0,
5,-0.62719,0.0031926,0.441,1,0,0.048984,1,1,0.0031926,0,0,
6,-0.62721,0.00079295,0.52425,1,0,0.012349,1,1,0.00079295,0,0,
7,-0.62721,0.00019667,0.61737,1,0,0.0030369,1,1,0.00019667,0,0,
8,-0.62721,4.8778e-05,0.70256,1,0,0.00074815,1,1,4.8778e-05,0,0,
9,-0.62721,1.2106e-05,0.81835,1,0,0.00018497,1,1,1.2106e-05,0,0,
10,-0.62721,3.006e-06,0.92409,1,0,4.5834e-05,1,1,3.006e-06,0,0,
11,-0.62721,7.466e-07,1.0132,1,0,1.1371e-05,1,1,7.466e-07,0,0,
12,-0.62721,1.8545e-07,1.0962,1,0,2.8226e-06,1,1,1.8545e-07,0,0,
13,-0.62721,4.6068e-08,1.1786,1,0,7.0092e-07,1,1,4.6068e-08,0,0,
14,-0.62721,1.1444e-08,1.2629,1,0,1.7409e-07,1,1,1.1444e-08,0,0,
15,-0.62721,2.8431e-09,1.3456,1,0,4.3243e-08,1,1,2.8431e-09,0,0,
