"iter","cost",
0,1.0712,
1,-1.9739,
2,-1.1303,
3,-0.2912,
4,-0.13637,
5,-0.089582,
6,-0.26633,
7,-0.42457,
8,-0.38807,
9,-0.4933,
10,-0.49692,
11,-0.49349,
12,-0.49503,
13,-0.49494,
14,-0.49427,
15,-0.49388,
16,-0.49383,
17,-0.51536,
18,-0.51571,
19,-0.51586,
20,-0.51584,
21,-0.51581,
22,-0.5158,
23,-0.52041,
24,-0.52044,
25,-0.52041,
26,-0.52041,
27,-0.52136,
28,-0.52135,
29,-0.52135,
30,-0.52135,
31,-0.52154,
32,-0.52154,
33,-0.52154,
34,-0.52157,
35,-0.52157,
36,-0.52157,
37,-0.52158,
38,-0.52158,
39,-0.52158,
39,-0.52158,
