"iter","cost",
0,-0.93977,
1,-3.9212,
2,-1.748,
3,-0.86503,
4,-0.51307,
5,-0.41047,
6,-0.35168,
7,-0.4647,
8,-0.54696,
9,-0.54935,
10,-0.54927,
11,-0.67798,
12,-0.68783,
13,-0.67518,
14,-0.67397,
15,-0.67363,
16,-0.71423,
17,-0.70746,
18,-0.70564,
19,-0.70551,
20,-0.71342,
21,-0.71194,
22,-0.71188,
23,-0.71187,
24,-0.71187,
25,-0.71329,
26,-0.71311,
27,-0.71311,
28,-0.7131,
29,-0.71337,
30,-0.71335,
31,-0.71335,
32,-0.71335,
33,-0.7134,
34,-0.71339,
35,-0.71339,
36,-0.71339,
37,-0.7134,
38,-0.7134,
39,-0.7134,
39,-0.7134,
