"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,-0.15448,5.0338,7.2496e-05,NaN,NaN,NaN,NaN,1,5.1103,0.47708,0.10966,
1,-0.16211,1.1793,0.027734,1,0,1.5708,-2,1,1.1793,0,0,
2,-0.21924,2705.018,0.057258,0.015625,0,1.569,1,2338.8139,2705.018,0,0,
3,-0.22567,0.16071,0.089126,1,0,0.033419,1,2338.8139,0.16071,0,0,
4,-0.33232,0.3747,0.11709,1,0,0.88976,1,2338.8139,0.3747,0,0,
5,-0.53764,0.36242,0.14219,1,0,1.1401,1,2338.8139,0.36242,0,0,
6,-0.61184,0.15144,0.16724,1,0,0.66901,1,2338.8139,0.15144,0,0,
7,-0.61373,0.0028537,0.19248,1,0,0.071307,1,2338.8139,0.0028537,4.3518e-13,1.7407e-14,
8,-0.61374,0.00034112,0.22063,1,0,0.0038643,1,2338.8139,0.00034112,7.8997e-13,8.5486e-14,
9,-0.61374,4.5863e-05,0.24621,1,0,0.0004998,1,2338.8139,4.5863e-05,6.9127e-13,6.8649e-14,
10,-0.61374,6.1281e-06,0.27423,1,0,6.5641e-05,1,2338.8139,6.1281e-06,1.5056e-12,1.8674e-13,
11,-0.61374,8.151e-07,0.29921,1,0,8.6475e-06,1,2338.8139,8.151e-07,7.6853e-13,7.7905e-14,
12,-0.61374,1.081e-07,0.32494,1,0,1.1408e-06,1,2338.8139,1.081e-07,1.1197e-12,7.9543e-14,
13,-0.61374,1.4312e-08,0.3504,1,0,1.5059e-07,1,2338.8139,1.4312e-08,1.6748e-12,1.434e-13,
14,-0.61374,1.893e-09,0.37578,1,0,1.9885e-08,1,2338.8139,1.893e-09,1.3585e-12,1.5574e-13,
