"iter","cost",
0,-1.6773,
1,-5.2357,
2,-2.6208,
3,-1.2463,
4,-0.75684,
5,-0.50057,
6,-0.41587,
7,-0.41515,
8,-0.54393,
9,-0.61412,
10,-0.60666,
11,-0.68775,
12,-0.69591,
13,-0.69202,
14,-0.69183,
15,-0.71317,
16,-0.71068,
17,-0.71021,
18,-0.71017,
19,-0.71013,
20,-0.71445,
21,-0.71372,
22,-0.71363,
23,-0.71361,
24,-0.71361,
25,-0.7144,
26,-0.71428,
27,-0.71428,
28,-0.71428,
29,-0.71428,
30,-0.71442,
31,-0.71441,
32,-0.71441,
33,-0.71441,
34,-0.71441,
35,-0.71444,
36,-0.71444,
37,-0.71444,
38,-0.71444,
39,-0.71445,
40,-0.71445,
41,-0.71445,
42,-0.71445,
42,-0.71445,
