"iter","cost",
0,-1.4443,
1,-2.673,
2,-1.3456,
3,-0.52571,
4,-0.27192,
5,-0.19095,
6,-0.18955,
7,-0.26233,
8,-0.39121,
9,-0.36849,
10,-0.37151,
11,-0.55956,
12,-0.55221,
13,-0.54949,
14,-0.55123,
15,-0.56109,
16,-0.55381,
17,-0.55358,
18,-0.55295,
19,-0.55279,
20,-0.5948,
21,-0.5965,
22,-0.59279,
23,-0.59251,
24,-0.59235,
25,-0.59229,
26,-0.60216,
27,-0.60033,
28,-0.60027,
29,-0.60027,
30,-0.60026,
31,-0.60197,
32,-0.60187,
33,-0.60186,
34,-0.60186,
35,-0.60186,
36,-0.60219,
37,-0.60218,
38,-0.60218,
39,-0.60225,
40,-0.60225,
41,-0.60225,
42,-0.60225,
43,-0.60226,
44,-0.60226,
45,-0.60226,
46,-0.60226,
46,-0.60226,
