"iter","cost",
0,1.1298,
1,-2.0158,
2,-1.3034,
3,-0.39581,
4,-0.10782,
5,-0.055384,
6,-0.060412,
7,-0.20804,
8,-0.28509,
9,-0.29049,
10,-0.29882,
11,-0.45765,
12,-0.44566,
13,-0.44729,
14,-0.44907,
15,-0.44847,
16,-0.44817,
17,-0.48549,
18,-0.48353,
19,-0.48305,
20,-0.48308,
21,-0.48305,
22,-0.49061,
23,-0.49045,
24,-0.49044,
25,-0.49045,
26,-0.49045,
27,-0.49044,
28,-0.49044,
29,-0.49044,
30,-0.49201,
31,-0.492,
32,-0.492,
33,-0.492,
34,-0.492,
35,-0.49232,
36,-0.49232,
37,-0.49232,
38,-0.49232,
39,-0.49239,
40,-0.49239,
41,-0.49239,
42,-0.4924,
43,-0.4924,
43,-0.4924,
