"iter","cost",
0,-1.5462,
1,-1.6855,
2,-1.1784,
3,-1.3209,
4,-0.82676,
5,-0.51776,
6,-0.47481,
7,-0.47112,
8,-0.57114,
9,-0.64624,
10,-0.63509,
11,-0.74756,
12,-0.74605,
13,-0.73642,
14,-0.73662,
15,-0.73714,
16,-0.73759,
17,-0.73749,
18,-0.73737,
19,-0.73766,
20,-0.73778,
21,-0.73809,
22,-0.7385,
23,-0.73884,
24,-0.73904,
25,-0.7391,
26,-0.78513,
27,-0.77477,
28,-0.77115,
29,-0.76926,
30,-0.76717,
31,-0.76708,
32,-0.76705,
33,-0.76707,
34,-0.77612,
35,-0.77301,
36,-0.77262,
37,-0.77262,
38,-0.7739,
39,-0.77363,
40,-0.77363,
41,-0.77363,
42,-0.77383,
43,-0.77382,
44,-0.77382,
45,-0.77382,
46,-0.77386,
47,-0.77386,
48,-0.77386,
49,-0.77386,
50,-0.77387,
51,-0.77387,
51,-0.77387,
