"iter","cost",
0,-1.2131,
1,-4.3972,
2,-1.8751,
3,-1.6134,
4,-0.82582,
5,-0.49125,
6,-0.37793,
7,-0.25155,
8,-0.23787,
9,-0.23692,
10,-0.29661,
11,-0.37891,
12,-0.36402,
13,-0.46102,
14,-0.53346,
15,-0.53901,
16,-0.54471,
17,-0.54309,
18,-0.54228,
19,-0.54267,
20,-0.62727,
21,-0.61883,
22,-0.61418,
23,-0.61481,
24,-0.61462,
25,-0.6146,
26,-0.61459,
27,-0.6323,
28,-0.62957,
29,-0.62955,
30,-0.62954,
31,-0.62954,
32,-0.62954,
33,-0.63267,
34,-0.63247,
35,-0.63247,
36,-0.63247,
37,-0.63247,
38,-0.63247,
39,-0.63305,
40,-0.63304,
41,-0.63304,
42,-0.63304,
43,-0.63315,
44,-0.63315,
45,-0.63315,
46,-0.63315,
47,-0.63318,
48,-0.63318,
49,-0.63318,
49,-0.63318,
