"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,0.47736,0.087765,0.24116,3.1367,
1,0.011959,0,0,-0.33479,3.0786,
2,0.030962,0,0,-0.56725,1.9622,
3,0.043693,0,0,-0.64442,0.26816,
4,0.05678,0,0,-0.64922,0.036631,
5,0.064113,8.6809e-05,8.6809e-06,-0.65074,0.0049167,
6,0.070462,2.4058e-05,2.4058e-06,-0.6512,0.001441,
7,0.074418,1.919e-05,1.919e-06,-0.65136,0.00051957,
8,0.078444,1.2684e-05,1.2684e-06,-0.65142,0.00024108,
9,0.081766,2.313e-06,2.313e-07,-0.65144,9.3306e-05,
10,0.083026,2.313e-06,2.313e-07,-0.65144,0.00010046,
11,0.086231,6.2608e-06,6.2608e-07,-0.65143,8.2132e-05,
12,0.091314,1.318e-06,1.318e-07,-0.65144,7.448e-05,
13,0.10096,1.1691e-06,2.1329e-07,-0.65144,2.5191e-05,
14,0.10639,0,0,-0.65143,4.4267e-05,
15,0.1126,4.1051e-08,5.7077e-09,-0.65143,1.417e-05,
16,0.1139,4.1051e-08,5.7077e-09,-0.65143,1.4949e-05,
17,0.11882,0,0,-0.65143,1.7385e-05,
18,0.12574,1.295e-08,1.7961e-09,-0.65143,2.2214e-05,
19,0.13283,0,0,-0.65143,1.4032e-05,
20,0.13858,2.6466e-09,2.6466e-10,-0.65143,5.2547e-06,
21,0.14529,0,0,-0.65143,7.7413e-06,
22,0.15163,7.5122e-10,8.3897e-11,-0.65143,4.1051e-06,
23,0.15288,7.5122e-10,8.3897e-11,-0.65143,3.7177e-06,
24,0.16052,0,0,-0.65143,5.8905e-06,
25,0.16799,0,0,-0.65143,3.4813e-06,
26,0.17586,1.5817e-11,1.5817e-12,-0.65143,3.3213e-06,
27,0.18364,0,0,-0.65143,3.1007e-06,
28,0.19177,1.8016e-13,1.8016e-14,-0.65143,8.7669e-07,
29,0.19328,1.8016e-13,1.8016e-14,-0.65143,8.227e-07,
30,0.20294,1.7906e-12,1.7906e-13,-0.65143,1.3038e-06,
