"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,-0.037973,7.1861,6.0035e-05,NaN,NaN,NaN,NaN,1,7.2287,0.43703,0.066092,
1,-0.073547,0.92658,0.096779,1,0,1.5708,-2,1,0.92658,0,0,
2,-0.28315,5367.7829,0.19882,0.015625,0,1.5697,1,3436.4523,5367.7829,0,0,
3,-0.30706,0.37075,0.28509,1,0,0.063661,1,3436.4523,0.37075,0,0,
4,-0.48319,0.88096,0.37417,0.25,0,1.0493,1,3436.4523,0.88096,0,0,
5,-0.62615,0.15121,0.46177,1,0,0.76368,1,3436.4523,0.15121,3.9865e-13,7.973e-15,
6,-0.63318,0.0042472,0.54581,1,0,0.14323,1,3436.4523,0.0042472,0,0,
7,-0.63318,2.2023e-05,0.65767,1,0,0.0036604,1,3436.4523,2.2023e-05,0,0,
8,-0.63318,1.0297e-06,0.77708,1,0,4.7361e-05,1,3436.4523,1.0297e-06,0,0,
9,-0.63318,4.8802e-08,0.86663,1,0,2.2456e-06,1,3436.4523,4.8802e-08,0,0,
10,-0.63318,2.3131e-09,0.95206,1,0,1.0644e-07,1,3436.4523,2.3131e-09,0,0,
