"iter","cost",
0,-6.2566,
1,-5.0912,
2,-3.2262,
3,-1.1701,
4,-0.70262,
5,-0.50097,
6,-0.45043,
7,-0.4445,
8,-0.52775,
9,-0.61856,
10,-0.60562,
11,-0.6027,
12,-0.71435,
13,-0.72807,
14,-0.72111,
15,-0.72094,
16,-0.75355,
17,-0.74975,
18,-0.74949,
19,-0.74949,
20,-0.75572,
21,-0.75525,
22,-0.75523,
23,-0.75523,
24,-0.75523,
25,-0.75643,
26,-0.75638,
27,-0.75638,
28,-0.75638,
29,-0.75661,
30,-0.75661,
31,-0.75661,
32,-0.75661,
33,-0.75665,
34,-0.75665,
35,-0.75665,
36,-0.75665,
37,-0.75666,
38,-0.75666,
38,-0.75666,
