"iter","cost",
0,-0.88845,
1,-0.88098,
2,-0.046277,
3,-0.26666,
4,-0.11278,
5,-0.10159,
6,-0.098431,
7,-0.16055,
8,-0.25184,
9,-0.25278,
10,-0.25736,
11,-0.36621,
12,-0.36263,
13,-0.36682,
14,-0.36942,
15,-0.38432,
16,-0.41388,
17,-0.42693,
18,-0.44173,
19,-0.44513,
20,-0.43556,
21,-0.43531,
22,-0.43495,
23,-0.43506,
24,-0.43514,
25,-0.47415,
26,-0.47284,
27,-0.47296,
28,-0.473,
29,-0.47293,
30,-0.47288,
31,-0.47287,
32,-0.47287,
33,-0.48052,
34,-0.48041,
35,-0.48038,
36,-0.48038,
37,-0.48037,
38,-0.48037,
39,-0.48191,
40,-0.48187,
41,-0.48187,
42,-0.48187,
43,-0.48187,
44,-0.48217,
45,-0.48217,
46,-0.48217,
47,-0.48217,
48,-0.48223,
49,-0.48223,
50,-0.48223,
51,-0.48224,
52,-0.48224,
52,-0.48224,
