"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,0.48599,0.13839,-0.052073,4.6439,
1,0.011198,0,0,-0.35083,4.3663,
2,0.024338,0,0,-0.50841,3.2276,
3,0.044925,0,0,-0.69666,0.72548,
4,0.062518,0,0,-0.72927,0.14595,
5,0.075284,0,0,-0.73673,0.040788,
6,0.085755,6.0989e-05,3.0495e-06,-0.73866,0.013949,
7,0.094437,8.9694e-05,4.4847e-06,-0.73923,0.0049156,
8,0.10861,4.3412e-05,2.1706e-06,-0.7394,0.0017778,
9,0.11582,1.6176e-05,1.2443e-06,-0.73946,0.00060185,
10,0.12024,7.4137e-06,5.9864e-07,-0.73948,0.00024612,
11,0.12476,3.0634e-06,2.1148e-07,-0.73949,0.00012601,
12,0.12957,1.7649e-06,9.0979e-08,-0.73949,4.6253e-05,
13,0.13102,1.7649e-06,9.0979e-08,-0.73949,3.4728e-05,
14,0.1359,1.1778e-06,8.0636e-08,-0.73949,2.2092e-05,
15,0.13736,1.1778e-06,8.0636e-08,-0.73949,2.044e-05,
16,0.14173,9.0344e-08,5.9853e-09,-0.73949,2.487e-05,
17,0.14655,5.3452e-07,3.5248e-08,-0.73949,2.1491e-05,
18,0.15249,1.9952e-08,9.976e-10,-0.73949,1.8922e-05,
19,0.15735,2.1416e-08,1.4935e-09,-0.73949,1.3271e-05,
20,0.16317,2.1142e-08,1.461e-09,-0.73949,8.3539e-06,
21,0.16458,2.1142e-08,1.461e-09,-0.73949,8.4441e-06,
22,0.18358,1.6305e-08,8.1526e-10,-0.73949,8.7141e-06,
23,0.19025,5.0644e-09,4.8474e-10,-0.73949,3.4024e-06,
24,0.19192,5.0644e-09,4.8474e-10,-0.73949,2.2609e-06,
25,0.19935,1.4601e-09,7.3003e-11,-0.73949,3.9658e-06,
26,0.20551,8.9034e-10,8.6845e-11,-0.73949,2.2506e-06,
27,0.21217,5.4698e-10,2.7349e-11,-0.73949,2.6027e-06,
28,0.21957,1.1127e-11,5.5633e-13,-0.73949,2.183e-06,
29,0.22536,2.0189e-10,1.0772e-11,-0.73949,8.635e-07,
30,0.23218,1.9507e-11,1.7773e-12,-0.73949,7.9593e-07,
