"iter","cost",
0,-5.3132,
1,-4.0604,
2,-2.6167,
3,-1.7552,
4,-1.0692,
5,-0.46289,
6,-0.43754,
7,-0.35722,
8,-0.34461,
9,-0.34682,
10,-0.39717,
11,-0.47068,
12,-0.45703,
13,-0.54091,
14,-0.58776,
15,-0.58009,
16,-0.58052,
17,-0.58038,
18,-0.62372,
19,-0.62905,
20,-0.62464,
21,-0.62461,
22,-0.62452,
23,-0.62451,
24,-0.63738,
25,-0.63508,
26,-0.63483,
27,-0.63483,
28,-0.63482,
29,-0.63482,
30,-0.63724,
31,-0.63694,
32,-0.63692,
33,-0.63692,
34,-0.63692,
35,-0.63692,
36,-0.63737,
37,-0.63733,
38,-0.63733,
39,-0.63733,
40,-0.63742,
41,-0.63742,
42,-0.63742,
43,-0.63742,
44,-0.63742,
45,-0.63742,
46,-0.63743,
47,-0.63743,
48,-0.63743,
49,-0.63743,
50,-0.63743,
50,-0.63743,
