"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,0.034755,7.1193,7.6649e-05,NaN,NaN,NaN,NaN,1,7.1625,0.31813,0.061656,
1,-0.28432,0.98737,0.14388,1,0,1.5708,-2,1,0.98737,0,0,
2,-0.44662,4.3055,0.22846,0.0625,0,1.2554,1,2.8959,4.3055,0,0,
3,-0.49319,0.21057,0.31802,1,0,0.19123,1,2.8959,0.21057,0,0,
4,-0.56947,0.10025,0.41062,1,0,0.62826,1,2.8959,0.10025,0,0,
5,-0.57301,0.017399,0.51979,1,0,0.11833,1,2.8959,0.017399,0,0,
6,-0.57342,0.0077026,0.6117,1,0,0.048655,1,2.8959,0.0077026,2.2687e-14,9.7249e-16,
7,-0.57351,0.0035907,0.70677,1,0,0.022878,1,2.8959,0.0035907,3.1181e-13,1.7975e-14,
8,-0.57353,0.0016712,0.80246,1,0,0.010592,1,2.8959,0.0016712,0,0,
9,-0.57353,0.00077422,0.90191,1,0,0.0048786,1,2.8959,0.00077422,0,0,
10,-0.57353,0.00035756,0.99263,1,0,0.0022437,1,2.8959,0.00035756,0,0,
11,-0.57353,0.00016484,1.0885,1,0,0.0010315,1,2.8959,0.00016484,0,0,
12,-0.57353,7.5919e-05,1.1792,1,0,0.00047428,1,2.8959,7.5919e-05,0,0,
13,-0.57353,3.4948e-05,1.2624,1,0,0.00021809,1,2.8959,3.4948e-05,0,0,
14,-0.57353,1.6084e-05,1.3489,1,0,0.0001003,1,2.8959,1.6084e-05,0,0,
15,-0.57353,7.4007e-06,1.4716,1,0,4.6135e-05,1,2.8959,7.4007e-06,0,0,
16,-0.57353,3.4051e-06,1.5746,1,0,2.1222e-05,1,2.8959,3.4051e-06,0,0,
17,-0.57353,1.5667e-06,1.6589,1,0,9.7626e-06,1,2.8959,1.5667e-06,0,0,
18,-0.57353,7.2078e-07,1.7432,1,0,4.4912e-06,1,2.8959,7.2078e-07,0,0,
19,-0.57353,3.3161e-07,1.8283,1,0,2.0661e-06,1,2.8959,3.3161e-07,0,0,
20,-0.57353,1.5256e-07,1.9087,1,0,9.5053e-07,1,2.8959,1.5256e-07,0,0,
21,-0.57353,7.0188e-08,1.9891,1,0,4.373e-07,1,2.8959,7.0188e-08,0,0,
22,-0.57353,3.2291e-08,2.0684,1,0,2.0118e-07,1,2.8959,3.2291e-08,0,0,
23,-0.57353,1.4856e-08,2.1481,1,0,9.2554e-08,1,2.8959,1.4856e-08,0,0,
24,-0.57353,6.8347e-09,2.2276,1,0,4.2582e-08,1,2.8959,6.8347e-09,0,0,
