"iter","cost",
0,-2.5789,
1,-3.6835,
2,-3.6093,
3,-2.2864,
4,-0.86538,
5,-0.50675,
6,-0.41498,
7,-0.37918,
8,-0.38489,
9,-0.48697,
10,-0.56272,
11,-0.55701,
12,-0.64659,
13,-0.66474,
14,-0.66255,
15,-0.66332,
16,-0.66335,
17,-0.66289,
18,-0.70063,
19,-0.69331,
20,-0.69221,
21,-0.69221,
22,-0.69855,
23,-0.69763,
24,-0.69762,
25,-0.69762,
26,-0.69762,
27,-0.69866,
28,-0.6986,
29,-0.6986,
30,-0.6986,
31,-0.69879,
32,-0.69878,
33,-0.69878,
34,-0.69878,
35,-0.69882,
36,-0.69882,
37,-0.69882,
38,-0.69883,
38,-0.69883,
