"iter","cost",
0,-3.8568,
1,-4.526,
2,-3.2292,
3,-1.5168,
4,-0.93058,
5,-0.62722,
6,-0.58429,
7,-0.68239,
8,-0.73633,
9,-0.72507,
10,-0.72227,
11,-0.7994,
12,-0.80117,
13,-0.79692,
14,-0.79633,
15,-0.81548,
16,-0.81244,
17,-0.81209,
18,-0.81205,
19,-0.81546,
20,-0.81488,
21,-0.81486,
22,-0.81485,
23,-0.81542,
24,-0.81536,
25,-0.81536,
26,-0.81536,
27,-0.81536,
28,-0.81546,
29,-0.81546,
30,-0.81546,
31,-0.81546,
32,-0.81546,
33,-0.81548,
34,-0.81548,
35,-0.81548,
36,-0.81548,
37,-0.81548,
37,-0.81548,
