"iter","time","maxviolation","meanviolation","cost",
0,0,0.34585,0.076823,0.19601,
1,0.015275,0,0,-0.50088,
2,0.029087,0,0,-0.54155,
3,0.043557,0,0,-0.57204,
4,0.060063,0,0,-0.59283,
5,0.081167,0,0,-0.60686,
6,0.10269,0,0,-0.616,
7,0.12893,0,0,-0.62185,
8,0.15859,0,0,-0.62566,
9,0.18623,0,0,-0.6282,
10,0.22513,0,0,-0.62991,
11,0.26674,0,0,-0.63106,
12,0.3123,0,0,-0.63184,
13,0.3598,0,0,-0.63237,
14,0.4095,0,0,-0.63273,
15,0.46058,0,0,-0.63297,
16,0.53308,0,0,-0.63314,
17,0.58927,0,0,-0.63325,
18,0.66364,0,0,-0.63333,
19,0.71517,0,0,-0.63338,
20,0.8053,0,0,-0.63342,
21,0.87427,0,0,-0.63344,
22,0.94423,0,0,-0.63346,
23,1.0173,0,0,-0.63347,
24,1.0365,0,0,-0.63348,
25,1.0705,0,0,-0.63348,
26,1.0909,0,0,-0.63349,
27,1.1106,0,0,-0.63349,
28,1.1297,0,0,-0.63349,
29,1.1489,0,0,-0.63349,
30,1.1683,0,0,-0.63349,
31,1.1878,0,0,-0.63349,
32,1.1963,0,0,-0.63349,
