"iter","cost",
0,-1.7257,
1,-1.6185,
2,-0.92704,
3,-0.67243,
4,-0.35026,
5,-0.26698,
6,-0.26975,
7,-0.35799,
8,-0.41505,
9,-0.41073,
10,-0.47555,
11,-0.49382,
12,-0.48726,
13,-0.48712,
14,-0.50877,
15,-0.50612,
16,-0.50564,
17,-0.50563,
18,-0.50962,
19,-0.50908,
20,-0.50903,
21,-0.50906,
22,-0.50907,
23,-0.50907,
24,-0.50907,
25,-0.50907,
26,-0.50907,
27,-0.50907,
28,-0.50907,
29,-0.50982,
30,-0.50974,
31,-0.50973,
32,-0.50973,
33,-0.50987,
34,-0.50986,
35,-0.50986,
36,-0.50986,
37,-0.50989,
38,-0.50989,
39,-0.50989,
40,-0.50989,
41,-0.50989,
42,-0.50989,
42,-0.50989,
