"iter","time","maxviolation","meanviolation","cost",
0,0,0.4708,0.12125,-0.15531,
1,0.097644,0.02777,0.0075002,-0.53212,
2,0.11598,0.019333,0.0051768,-0.52403,
3,0.14369,0.013379,0.0035605,-0.51834,
4,0.16398,0.0092047,0.0024415,-0.51436,
5,0.18968,0.0063147,0.0016699,-0.5116,
6,0.21764,0.0043222,0.0011409,-0.50971,
7,0.23274,0.002953,0.00077888,-0.5084,
8,0.25195,0.0020162,0.00053125,-0.50751,
9,0.26779,0.0013756,0.00036226,-0.5069,
10,0.28523,0.00093812,0.00024694,-0.50649,
11,0.30313,0.00063957,0.00016832,-0.5062,
12,0.31965,0.00043594,0.00011471,-0.50601,
13,0.33764,0.00029709,7.8162e-05,-0.50588,
14,0.35709,0.00020245,5.3258e-05,-0.50579,
15,0.36961,0.00013795,3.6288e-05,-0.50572,
16,0.38309,9.399e-05,2.4724e-05,-0.50568,
17,0.39742,6.4041e-05,1.6845e-05,-0.50565,
18,0.41986,4.3632e-05,1.1477e-05,-0.50563,
19,0.42838,2.9727e-05,7.8192e-06,-0.50562,
20,0.43816,2.0253e-05,5.3272e-06,-0.50561,
21,0.46185,1.3799e-05,3.6294e-06,-0.50561,
22,0.47009,9.401e-06,2.4727e-06,-0.5056,
23,0.48772,6.4049e-06,1.6846e-06,-0.5056,
24,0.4991,4.3636e-06,1.1477e-06,-0.5056,
25,0.51672,2.9729e-06,7.8195e-07,-0.5056,
26,0.52812,2.0254e-06,5.3273e-07,-0.5056,
27,0.54699,1.3799e-06,3.6295e-07,-0.50559,
28,0.55938,9.4012e-07,2.4727e-07,-0.50559,
29,0.57774,6.405e-07,1.6847e-07,-0.50559,
30,0.59147,4.3637e-07,1.1477e-07,-0.50559,
31,0.60398,2.9729e-07,7.8195e-08,-0.50559,
32,0.61559,2.9728e-07,7.8192e-08,-0.50559,
33,0.62597,2.9729e-07,7.8194e-08,-0.50559,
