"iter","cost",
0,-0.46586,
1,-1.3552,
2,-1.9311,
3,-1.6883,
4,-0.80118,
5,-0.44313,
6,-0.38703,
7,-0.37749,
8,-0.53715,
9,-0.67852,
10,-0.65902,
11,-0.65407,
12,-0.82438,
13,-0.81908,
14,-0.81164,
15,-0.81102,
16,-0.85049,
17,-0.84602,
18,-0.84523,
19,-0.84521,
20,-0.85289,
21,-0.85215,
22,-0.85209,
23,-0.85209,
24,-0.85209,
25,-0.85355,
26,-0.85341,
27,-0.85341,
28,-0.8534,
29,-0.8534,
30,-0.8534,
31,-0.85367,
32,-0.85365,
33,-0.85365,
34,-0.85365,
35,-0.8537,
36,-0.8537,
37,-0.8537,
38,-0.8537,
39,-0.85371,
40,-0.85371,
41,-0.85371,
42,-0.85371,
42,-0.85371,
