"iter","cost",
0,-1.0237,
1,-2.1821,
2,-1.2549,
3,-0.74097,
4,-0.44412,
5,-0.3314,
6,-0.32515,
7,-0.41781,
8,-0.54435,
9,-0.50743,
10,-0.50541,
11,-0.60714,
12,-0.60858,
13,-0.60574,
14,-0.60572,
15,-0.62867,
16,-0.62769,
17,-0.62739,
18,-0.62737,
19,-0.63184,
20,-0.63153,
21,-0.63153,
22,-0.63153,
23,-0.63238,
24,-0.63235,
25,-0.63235,
26,-0.63235,
27,-0.63252,
28,-0.63252,
29,-0.63252,
30,-0.63252,
31,-0.63252,
32,-0.63255,
33,-0.63255,
34,-0.63255,
35,-0.63255,
36,-0.63256,
37,-0.63256,
38,-0.63256,
38,-0.63256,
