"iter","cost",
0,-2.8089,
1,-2.3699,
2,-1.9112,
3,-1.1917,
4,-1.0778,
5,-0.69054,
6,-0.5029,
7,-0.45318,
8,-0.45693,
9,-0.5458,
10,-0.60155,
11,-0.58928,
12,-0.65261,
13,-0.66323,
14,-0.66071,
15,-0.66078,
16,-0.68067,
17,-0.6792,
18,-0.67885,
19,-0.67884,
20,-0.68307,
21,-0.6826,
22,-0.68259,
23,-0.68258,
24,-0.68338,
25,-0.68334,
26,-0.68333,
27,-0.68333,
28,-0.68349,
29,-0.68348,
30,-0.68348,
31,-0.68348,
32,-0.68348,
33,-0.68351,
34,-0.68351,
35,-0.68351,
36,-0.68351,
37,-0.68351,
38,-0.68352,
39,-0.68352,
40,-0.68352,
40,-0.68352,
