"iter","cost",
0,-5.1913,
1,-3.7888,
2,-2.0539,
3,-1.8135,
4,-2.0038,
5,-1.0392,
6,-0.72542,
7,-0.65684,
8,-0.62531,
9,-0.73614,
10,-0.78086,
11,-0.7753,
12,-0.77252,
13,-0.83973,
14,-0.8504,
15,-0.84437,
16,-0.84343,
17,-0.86321,
18,-0.8598,
19,-0.85907,
20,-0.85893,
21,-0.86268,
22,-0.86168,
23,-0.86163,
24,-0.86161,
25,-0.86161,
26,-0.86223,
27,-0.86208,
28,-0.86208,
29,-0.86208,
30,-0.86208,
31,-0.86217,
32,-0.86216,
33,-0.86216,
34,-0.86216,
35,-0.86216,
36,-0.86216,
37,-0.86218,
38,-0.86218,
39,-0.86218,
40,-0.86218,
41,-0.86218,
42,-0.86218,
43,-0.86218,
44,-0.86218,
44,-0.86218,
