"iter","cost",
0,1.241,
1,-3.674,
2,-1.2886,
3,-0.18007,
4,-0.057742,
5,0.040303,
6,0.0098119,
7,-0.1393,
8,-0.33721,
9,-0.31596,
10,-0.48705,
11,-0.51146,
12,-0.50431,
13,-0.50426,
14,-0.54772,
15,-0.54757,
16,-0.54719,
17,-0.54712,
18,-0.55636,
19,-0.55629,
20,-0.55627,
21,-0.55627,
22,-0.55626,
23,-0.55626,
24,-0.55817,
25,-0.55814,
26,-0.55813,
27,-0.55813,
28,-0.55851,
29,-0.55851,
30,-0.55851,
31,-0.55851,
32,-0.55858,
33,-0.55858,
34,-0.55858,
35,-0.55858,
36,-0.55859,
37,-0.55859,
38,-0.55859,
38,-0.55859,
