"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,0.65064,0.19607,0.15828,2.6441,
1,0.0082203,0,0,-0.50925,2.1709,
2,0.030811,0,0,-0.62691,1.1218,
3,0.044219,0,0,-0.65739,0.22414,
4,0.052536,0.00063661,0.00012732,-0.65967,0.013648,
5,0.057794,0.00018324,3.6648e-05,-0.65991,0.0019247,
6,0.060597,0,0,-0.65994,0.0003551,
7,0.062672,4.1812e-05,8.3624e-06,-0.65995,7.153e-05,
8,0.066758,1.3865e-05,2.773e-06,-0.65995,0.00019306,
9,0.070422,4.1518e-06,8.3036e-07,-0.65995,2.7132e-05,
10,0.073801,1.014e-05,2.028e-06,-0.65995,7.8821e-05,
11,0.07791,2.8972e-06,5.7943e-07,-0.65995,6.7287e-05,
12,0.081971,2.6744e-06,5.3488e-07,-0.65995,9.389e-05,
13,0.087622,2.4449e-07,4.8898e-08,-0.65995,4.6491e-05,
14,0.088876,2.4449e-07,4.8898e-08,-0.65995,1.9827e-05,
15,0.095004,7.8827e-08,1.5765e-08,-0.65995,4.761e-05,
16,0.1011,1.727e-08,3.4539e-09,-0.65995,1.9654e-05,
17,0.1142,2.119e-08,7.3228e-09,-0.65995,1.1178e-05,
18,0.12026,0,0,-0.65995,2.578e-06,
19,0.1259,1.1037e-08,4.2387e-09,-0.65995,1.2217e-05,
20,0.13211,0,0,-0.65995,8.3843e-06,
21,0.13807,1.9129e-09,7.4315e-10,-0.65995,8.9622e-06,
22,0.144,0,0,-0.65995,3.0729e-06,
23,0.15012,3.9935e-10,1.5586e-10,-0.65995,1.7777e-06,
24,0.15132,3.9935e-10,1.5586e-10,-0.65995,8.1546e-07,
25,0.15844,0,0,-0.65995,3.2974e-06,
26,0.1655,1.343e-10,5.245e-11,-0.65995,2.8172e-07,
27,0.1744,0,0,-0.65995,2.8413e-06,
28,0.18208,2.2178e-11,8.6616e-12,-0.65995,2.8175e-07,
29,0.19073,0,0,-0.65995,1.5816e-06,
30,0.20311,6.4706e-12,2.5271e-12,-0.65995,2.8174e-07,
