"iter","cost",
0,-0.78608,
1,-1.8033,
2,-0.86062,
3,-0.31178,
4,-0.21209,
5,-0.18254,
6,-0.17789,
7,-0.22519,
8,-0.30945,
9,-0.29796,
10,-0.44381,
11,-0.65458,
12,-0.63991,
13,-0.57181,
14,-0.54797,
15,-0.55145,
16,-0.54478,
17,-0.5446,
18,-0.60265,
19,-0.594,
20,-0.59477,
21,-0.59449,
22,-0.59437,
23,-0.60516,
24,-0.60437,
25,-0.60431,
26,-0.60431,
27,-0.60637,
28,-0.60627,
29,-0.60627,
30,-0.60627,
31,-0.60627,
32,-0.60666,
33,-0.60665,
34,-0.60665,
35,-0.60665,
36,-0.60673,
37,-0.60672,
38,-0.60672,
39,-0.60672,
40,-0.60674,
41,-0.60674,
42,-0.60674,
43,-0.60674,
43,-0.60674,
