"iter","time","maxviolation","meanviolation","cost",
0,0,0.64985,0.12829,-0.091659,
1,0.019521,0.017701,0.0022477,-0.49767,
2,0.032205,0.012313,0.0015496,-0.49663,
3,0.044469,0.0085164,0.0010668,-0.49589,
4,0.056277,0.0058594,0.00073115,-0.49537,
5,0.066075,0.0040272,0.00050107,-0.49501,
6,0.0828,0.0027571,0.00034236,-0.49476,
7,0.092552,0.0018851,0.00023392,-0.49458,
8,0.10427,0.0012875,0.00015957,-0.49446,
9,0.11362,0.00087826,0.00010882,-0.49438,
10,0.12522,0.00059906,7.4193e-05,-0.49433,
11,0.1358,0.00040843,5.0578e-05,-0.49429,
12,0.14576,0.00027843,3.4459e-05,-0.49426,
13,0.15237,0.00018979,2.3491e-05,-0.49424,
14,0.16405,0.00012931,1.6004e-05,-0.49423,
15,0.17817,8.8124e-05,1.0905e-05,-0.49422,
16,0.19681,6.0036e-05,7.4296e-06,-0.49422,
17,0.20398,4.0907e-05,5.0622e-06,-0.49421,
18,0.21349,2.7871e-05,3.449e-06,-0.49421,
19,0.22671,1.8988e-05,2.3497e-06,-0.49421,
20,0.23417,1.2937e-05,1.6009e-06,-0.49421,
21,0.24899,8.814e-06,1.0907e-06,-0.49421,
22,0.25692,6.005e-06,7.4308e-07,-0.49421,
23,0.27296,4.0912e-06,5.0626e-07,-0.49421,
24,0.28379,2.7873e-06,3.4491e-07,-0.49421,
25,0.30515,1.8981e-06,2.3488e-07,-0.49421,
26,0.31802,1.2938e-06,1.6009e-07,-0.49421,
27,0.33839,8.8143e-07,1.0907e-07,-0.49421,
28,0.35128,6.0051e-07,7.4308e-08,-0.49421,
29,0.36266,4.0912e-07,5.0626e-08,-0.49421,
30,0.37465,2.7873e-07,3.4491e-08,-0.49421,
31,0.38597,1.899e-07,2.3498e-08,-0.49421,
32,0.39492,1.899e-07,2.3498e-08,-0.49421,
33,0.40099,1.899e-07,2.3498e-08,-0.49421,
