"iter","time","maxviolation","meanviolation","cost",
0,0,0.19636,0.039272,-0.39517,
1,0.57775,2.9482e-08,5.8964e-09,-0.49513,
2,0.60889,2.9482e-08,5.8964e-09,-0.49513,
3,0.64193,2.9482e-08,5.8964e-09,-0.49513,
4,0.67385,2.9482e-08,5.8964e-09,-0.49513,
5,0.70514,2.9482e-08,5.8964e-09,-0.49513,
6,0.7369,2.9482e-08,5.8964e-09,-0.49513,
7,0.76775,2.9482e-08,5.8964e-09,-0.49513,
8,0.79964,2.9482e-08,5.8964e-09,-0.49513,
9,0.83635,2.9482e-08,5.8964e-09,-0.49513,
10,0.86741,2.9482e-08,5.8964e-09,-0.49513,
11,0.89899,2.9482e-08,5.8964e-09,-0.49513,
12,0.93015,2.9482e-08,5.8964e-09,-0.49513,
13,0.96155,2.9482e-08,5.8964e-09,-0.49513,
14,0.99203,2.9482e-08,5.8964e-09,-0.49513,
15,1.0233,2.9482e-08,5.8964e-09,-0.49513,
16,1.0542,2.9482e-08,5.8964e-09,-0.49513,
17,1.0889,2.9298e-08,5.8597e-09,-0.49513,
18,1.1203,2.9298e-08,5.8597e-09,-0.49513,
19,1.1514,2.9298e-08,5.8597e-09,-0.49513,
20,1.2522,0,0,-0.49513,
21,1.2835,0,0,-0.49513,
22,1.3142,0,0,-0.49513,
23,1.3457,0,0,-0.49513,
24,1.4002,0,0,-0.49513,
25,1.4318,0,0,-0.49513,
26,1.4625,0,0,-0.49513,
27,1.5204,0,0,-0.49513,
28,1.579,0,0,-0.49513,
29,1.6384,0,0,-0.49513,
30,1.6965,0,0,-0.49513,
