"iter","cost",
0,-4.5082,
1,-8.6926,
2,-5.2421,
3,-3.8037,
4,-1.1923,
5,-0.88221,
6,-0.471,
7,-0.4205,
8,-0.40133,
9,-0.40674,
10,-0.40333,
11,-0.49607,
12,-0.58079,
13,-0.57719,
14,-0.57478,
15,-0.67824,
16,-0.72648,
17,-0.71666,
18,-0.71612,
19,-0.71598,
20,-0.75738,
21,-0.75764,
22,-0.75678,
23,-0.75677,
24,-0.75673,
25,-0.76604,
26,-0.76533,
27,-0.76533,
28,-0.7653,
29,-0.76529,
30,-0.76529,
31,-0.76713,
32,-0.76705,
33,-0.76704,
34,-0.76704,
35,-0.76704,
36,-0.76704,
37,-0.7674,
38,-0.76739,
39,-0.76739,
40,-0.76739,
41,-0.76739,
42,-0.76739,
43,-0.76746,
44,-0.76746,
45,-0.76746,
46,-0.76746,
47,-0.76746,
48,-0.76746,
49,-0.76747,
50,-0.76747,
51,-0.76747,
52,-0.76747,
52,-0.76747,
