"iter","cost",
0,-2.1332,
1,-3.1775,
2,-2.4071,
3,-0.70737,
4,-0.30039,
5,-0.27836,
6,-0.23603,
7,-0.32892,
8,-0.49552,
9,-0.47743,
10,-0.47851,
11,-0.69107,
12,-0.66406,
13,-0.66847,
14,-0.66637,
15,-0.66565,
16,-0.71222,
17,-0.70795,
18,-0.70703,
19,-0.70687,
20,-0.71578,
21,-0.71495,
22,-0.71494,
23,-0.71493,
24,-0.71493,
25,-0.71655,
26,-0.71648,
27,-0.71648,
28,-0.71648,
29,-0.71678,
30,-0.71677,
31,-0.71677,
32,-0.71677,
33,-0.71683,
34,-0.71683,
35,-0.71683,
36,-0.71683,
37,-0.71684,
38,-0.71684,
39,-0.71684,
39,-0.71684,
