"iter","cost",
0,0.3311,
1,-1.7692,
2,-1.2546,
3,-0.439,
4,-0.36886,
5,-0.19271,
6,-0.17767,
7,-0.17521,
8,-0.27153,
9,-0.44188,
10,-0.3973,
11,-0.5245,
12,-0.53795,
13,-0.5362,
14,-0.55249,
15,-0.57079,
16,-0.55782,
17,-0.5582,
18,-0.56671,
19,-0.56431,
20,-0.56425,
21,-0.56458,
22,-0.56476,
23,-0.6128,
24,-0.60494,
25,-0.60434,
26,-0.60422,
27,-0.60419,
28,-0.61276,
29,-0.61189,
30,-0.61187,
31,-0.61187,
32,-0.61187,
33,-0.61344,
34,-0.61338,
35,-0.61337,
36,-0.61337,
37,-0.61368,
38,-0.61367,
39,-0.61367,
40,-0.61367,
41,-0.61373,
42,-0.61372,
43,-0.61372,
44,-0.61372,
45,-0.61374,
46,-0.61374,
46,-0.61374,
