"iter","cost",
0,-2.627,
1,-2.8588,
2,-1.4049,
3,-1.0992,
4,-0.57307,
5,-0.42796,
6,-0.38515,
7,-0.49643,
8,-0.55522,
9,-0.54998,
10,-0.61838,
11,-0.62589,
12,-0.62452,
13,-0.62412,
14,-0.64157,
15,-0.64066,
16,-0.64062,
17,-0.64082,
18,-0.64105,
19,-0.64145,
20,-0.6417,
21,-0.64165,
22,-0.64163,
23,-0.64157,
24,-0.64154,
25,-0.64553,
26,-0.64524,
27,-0.64522,
28,-0.64519,
29,-0.64518,
30,-0.64518,
31,-0.64594,
32,-0.64587,
33,-0.64587,
34,-0.64587,
35,-0.646,
36,-0.646,
37,-0.646,
38,-0.646,
39,-0.64603,
40,-0.64603,
41,-0.64603,
42,-0.64603,
43,-0.64603,
43,-0.64603,
