"iter","cost",
0,-2.24,
1,-1.2478,
2,-1.8531,
3,-1.7102,
4,-0.68803,
5,-0.37027,
6,-0.32052,
7,-0.30701,
8,-0.44699,
9,-0.55692,
10,-0.55325,
11,-0.67433,
12,-0.68762,
13,-0.68491,
14,-0.68481,
15,-0.71685,
16,-0.71633,
17,-0.71587,
18,-0.71585,
19,-0.72268,
20,-0.7223,
21,-0.72228,
22,-0.72227,
23,-0.72227,
24,-0.72361,
25,-0.72357,
26,-0.72357,
27,-0.72357,
28,-0.72357,
29,-0.72383,
30,-0.72383,
31,-0.72383,
32,-0.72383,
33,-0.72383,
34,-0.72389,
35,-0.72389,
36,-0.72389,
37,-0.72389,
38,-0.72389,
39,-0.7239,
40,-0.7239,
41,-0.7239,
41,-0.7239,
