"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,-0.15531,4.2966,7.2118e-05,NaN,NaN,NaN,NaN,1,4.3792,0.4708,0.12125,
1,-0.34829,1.0493,0.051923,0.25,0,1.5708,-2,1,1.0493,5.3701e-08,5.0992e-09,
2,-0.46444,0.25358,0.083667,0.5,0,0.59699,1,1,0.25358,1.9965e-08,9.9823e-10,
3,-0.4822,0.0054838,0.11563,1,0,0.12547,1,1,0.0054838,2.1588e-12,1.2374e-13,
4,-0.48224,0.0040263,0.15337,1,0,0.012358,1,1,0.0040263,9.5272e-12,6.4294e-13,
5,-0.48224,0.00086856,0.18219,1,0,0.0031212,1,1,0.00086856,0,0,
6,-0.48224,9.4978e-05,0.20939,1,0,0.00056577,1,1,9.4978e-05,0,0,
7,-0.48224,1.0739e-05,0.23288,1,0,6.5006e-05,1,1,1.0739e-05,0,0,
8,-0.48224,1.2252e-06,0.25119,1,0,7.4671e-06,1,1,1.2252e-06,0,0,
9,-0.48224,1.4014e-07,0.26911,1,0,8.5635e-07,1,1,1.4014e-07,0,0,
10,-0.48224,1.6045e-08,0.28732,1,0,9.8129e-08,1,1,1.6045e-08,0,0,
11,-0.48224,1.8371e-09,0.30541,1,0,1.1241e-08,1,1,1.8371e-09,0,0,
