"repeat","dim","snr","delta","rank","mineigval_correction","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,30,0.5,0.9,1,1e-12,5000,3600,1e-08,1,-0.099154,-0.1514,0.078287,0.1813,0.10082,0.051169,-0.31901,0.37792,0.0025317,0.011764,-0.026911,0.14642,0.047987,-0.31566,0.0055367,-0.011139,0.44441,-0.26677,0.10209,-0.086884,-0.34024,0.14843,-0.14308,0.012969,-0.12574,0.22924,0.15255,-0.19943,-0.10841,-0.2944,
,,,,,,,,,,0.10075,0.090236,-0.11031,-0.33028,0.36382,0.004595,0.16101,0.29274,0.15784,-0.061903,-0.14365,0.17581,-0.16255,0.22692,-0.12554,0.39409,0.077159,0.11636,0.08135,-0.27894,-0.044716,-0.018251,-0.20182,0.077898,-0.34476,0.19666,0.025937,-0.090888,0.15194,-0.28325,
,,,,,,,,,,0.018735,-0.36763,-0.32196,0.10754,0.095852,0.0025881,0.19654,0.21296,0.085,0.081794,0.21612,0.13604,0.10758,0.42547,-0.069385,-0.032026,0.14737,0.012817,0.026384,-0.30825,0.18904,0.23467,-0.054018,-0.24306,-0.10168,0.16355,-0.010485,-0.27677,0.1106,0.36146,
,,,,,,,,,,-0.047472,0.066953,0.36641,-0.41421,0.12382,-0.059698,0.10008,-0.30676,-0.13966,-0.11703,0.019467,-0.22049,-0.10825,-0.17518,-0.30096,0.14642,0.063673,-0.15222,0.19378,0.14683,-0.013054,-0.056004,0.035469,0.24837,0.10443,0.16726,-0.24544,0.14218,0.045655,0.26217,
,,,,,,,,,,-0.35713,-0.29694,-0.17152,0.1399,0.24317,0.097495,-0.087106,0.044998,0.24165,-0.058598,-0.04535,-0.0961,0.10845,-0.024132,-0.075263,-0.23167,-0.044729,-0.051718,-0.24808,0.16007,-0.056965,0.32623,-0.42964,0.066078,0.069942,0.013503,0.25168,0.19796,0.10422,0.047291,
,,,,,,,,,,-0.13242,0.12336,0.016554,-0.095819,-0.33806,0.12761,-0.029092,-0.026658,0.14721,-0.2042,-0.010667,0.16254,-0.35054,-0.27024,-0.1861,-0.30077,-0.30372,0.0028545,-0.34951,0.082186,0.12708,-0.35907,-0.062257,-0.070041,0.4038,0.23132,0.23458,-0.077875,0.058346,0.038846,
,,,,,,,,,,-0.10945,0.1347,-0.14882,-0.027134,-0.19471,-0.095434,0.32242,0.4151,-0.11778,0.03175,-0.22093,0.0049404,-0.099132,-0.045868,0.077719,0.16555,-0.10416,-0.25789,-0.051488,-0.0085045,-0.29248,0.35003,-0.15264,0.099633,-0.48974,0.29779,-0.041238,-0.0046721,0.00043546,0.074816,
,,,,,,,,,,-0.070212,0.038757,-0.11883,0.17393,-0.028184,-0.033332,0.11321,0.071527,0.039055,-0.25426,0.12585,0.12189,0.19419,-0.26063,0.034463,-0.15792,0.1627,0.39952,0.4044,0.098081,0.24124,-0.048013,0.3914,0.19778,0.18302,0.25257,0.076079,-0.22367,-0.19954,0.4905,
,,,,,,,,,,0.022736,0.033834,-0.21457,0.14794,-0.012474,-0.10037,-0.25969,-0.21103,0.62708,0.15006,0.30415,0.036355,0.041684,0.093674,0.048314,0.028973,0.24138,0.16542,-0.017448,0.21334,0.12199,0.10976,-0.095454,-0.062646,-0.012726,-0.15722,0.16597,-0.21233,0.080264,0.13191,
,,,,,,,,,,-0.40206,0.078785,0.076716,-0.16693,0.18881,-0.011296,-0.18643,-0.051773,0.024896,0.86609,0.054035,0.10926,0.015237,0.054751,-0.10318,0.18563,-0.098406,0.10193,-0.2775,-0.20864,-0.023766,-0.09636,-0.10129,-0.056649,-0.28365,0.23104,0.0026203,-0.4829,-0.033934,0.050194,
