"iter","time","maxviolation","meanviolation","cost",
0,0,0.40183,0.076203,0.032538,
1,0.062651,0.029517,0.0051974,-0.64169,
2,0.07439,0.020818,0.0036359,-0.63638,
3,0.087075,0.014529,0.0025238,-0.63245,
4,0.10284,0.010058,0.0017402,-0.62962,
5,0.11994,0.0069398,0.0011968,-0.62761,
6,0.13494,0.004765,0.0008206,-0.62621,
7,0.14544,0.0032638,0.0005613,-0.62523,
8,0.15853,0.0022321,0.0003835,-0.62456,
9,0.16879,0.0015246,0.00026178,-0.62409,
10,0.17965,0.0010405,0.00017859,-0.62378,
11,0.19336,0.00070975,0.00012178,-0.62356,
12,0.21013,0.00048395,8.3019e-05,-0.62341,
13,0.22325,0.00032989,5.6584e-05,-0.62331,
14,0.23581,0.00022484,3.8561e-05,-0.62324,
15,0.24276,0.00015323,2.6278e-05,-0.62319,
16,0.25482,0.00010441,1.7904e-05,-0.62316,
17,0.26246,7.1141e-05,1.2199e-05,-0.62314,
18,0.27776,4.8471e-05,8.3119e-06,-0.62312,
19,0.28551,3.3025e-05,5.663e-06,-0.62311,
20,0.29333,2.2501e-05,3.8583e-06,-0.62311,
21,0.30872,1.533e-05,2.6287e-06,-0.6231,
22,0.3168,1.0444e-05,1.7909e-06,-0.6231,
23,0.32535,7.1156e-06,1.2201e-06,-0.6231,
24,0.33614,4.8479e-06,8.3128e-07,-0.62309,
25,0.35304,3.3028e-06,5.6635e-07,-0.62309,
26,0.36445,2.2502e-06,3.8585e-07,-0.62309,
27,0.38191,1.5331e-06,2.6288e-07,-0.62309,
28,0.39437,1.0445e-06,1.791e-07,-0.62309,
29,0.41357,7.1158e-07,1.2202e-07,-0.62309,
30,0.42669,4.848e-07,8.3129e-08,-0.62309,
31,0.44072,3.3029e-07,5.6635e-08,-0.62309,
32,0.4481,3.3029e-07,5.6635e-08,-0.62309,
33,0.45565,3.3029e-07,5.6635e-08,-0.62309,
