"iter","time","maxviolation","meanviolation","cost",
0,0,0.50601,0.083425,0.17688,
1,0.031929,0.017811,0.0015441,-0.77926,
2,0.042474,0.012831,0.0010992,-0.77783,
3,0.052451,0.0091237,0.000774,-0.77673,
4,0.065604,0.0063827,0.00053944,-0.77589,
5,0.07648,0.0044431,0.00037345,-0.77529,
6,0.096061,0.0030666,0.00025722,-0.77486,
7,0.10813,0.0021092,0.00017677,-0.77456,
8,0.12259,0.0014462,0.00012106,-0.77435,
9,0.1352,0.00098927,8.2789e-05,-0.7742,
10,0.14697,0.00067606,5.6546e-05,-0.7741,
11,0.15808,0.0004615,3.8594e-05,-0.77403,
12,0.16921,0.00031489,2.6322e-05,-0.77399,
13,0.18423,0.00021474,1.7946e-05,-0.77395,
14,0.19113,0.00014641,1.2235e-05,-0.77393,
15,0.21501,9.9792e-05,8.3389e-06,-0.77392,
16,0.22238,6.8004e-05,5.6824e-06,-0.77391,
17,0.23608,4.6339e-05,3.872e-06,-0.7739,
18,0.25725,3.1573e-05,2.6382e-06,-0.7739,
19,0.26579,2.1513e-05,1.7975e-06,-0.77389,
20,0.27413,1.4658e-05,1.2247e-06,-0.77389,
21,0.28937,9.9866e-06,8.3442e-07,-0.77389,
22,0.29996,6.804e-06,5.685e-07,-0.77389,
23,0.31635,4.6356e-06,3.8732e-07,-0.77389,
24,0.32736,3.1582e-06,2.6388e-07,-0.77389,
25,0.34465,2.1517e-06,1.7978e-07,-0.77389,
26,0.35625,1.4659e-06,1.2248e-07,-0.77389,
27,0.37523,9.9874e-07,8.3448e-08,-0.77389,
28,0.38714,6.8043e-07,5.6853e-08,-0.77389,
29,0.40552,4.6358e-07,3.8733e-08,-0.77389,
30,0.41787,3.1583e-07,2.6389e-08,-0.77389,
31,0.43047,2.1517e-07,1.7979e-08,-0.77389,
32,0.44415,2.1518e-07,1.7979e-08,-0.77389,
33,0.46039,2.1517e-07,1.7978e-08,-0.77389,
