"iter","cost",
0,-1.5393,
1,-1.8709,
2,-2.251,
3,-1.768,
4,-0.64093,
5,-0.41489,
6,-0.33233,
7,-0.32271,
8,-0.44616,
9,-0.53024,
10,-0.51838,
11,-0.61489,
12,-0.63873,
13,-0.63277,
14,-0.63254,
15,-0.66372,
16,-0.66141,
17,-0.66043,
18,-0.66039,
19,-0.66035,
20,-0.66034,
21,-0.667,
22,-0.66612,
23,-0.66598,
24,-0.66598,
25,-0.66598,
26,-0.66726,
27,-0.66709,
28,-0.66708,
29,-0.66708,
30,-0.66708,
31,-0.66731,
32,-0.66729,
33,-0.66729,
34,-0.66729,
35,-0.66729,
36,-0.66734,
37,-0.66734,
38,-0.66734,
39,-0.66734,
40,-0.66734,
41,-0.66734,
42,-0.66734,
42,-0.66734,
