"iter","cost",
0,-2.9185,
1,-5.6914,
2,-4.2716,
3,-3.3491,
4,-1.1473,
5,-0.95563,
6,-0.76995,
7,-0.47206,
8,-0.4595,
9,-0.45355,
10,-0.54648,
11,-0.6181,
12,-0.61036,
13,-0.69422,
14,-0.71786,
15,-0.716,
16,-0.71549,
17,-0.74455,
18,-0.74496,
19,-0.74476,
20,-0.74462,
21,-0.7446,
22,-0.74461,
23,-0.74463,
24,-0.7511,
25,-0.75083,
26,-0.75076,
27,-0.75075,
28,-0.75075,
29,-0.75075,
30,-0.75203,
31,-0.75196,
32,-0.75196,
33,-0.75196,
34,-0.75196,
35,-0.7522,
36,-0.7522,
37,-0.7522,
38,-0.7522,
39,-0.7522,
40,-0.75224,
41,-0.75224,
42,-0.75224,
43,-0.75224,
44,-0.75224,
45,-0.75225,
46,-0.75225,
47,-0.75225,
48,-0.75225,
48,-0.75225,
