"iter","cost",
0,-2.2683,
1,-4.8877,
2,-2.5859,
3,-1.4759,
4,-1.4198,
5,-0.74404,
6,-0.42366,
7,-0.38523,
8,-0.35214,
9,-0.35484,
10,-0.42435,
11,-0.50158,
12,-0.48824,
13,-0.57262,
14,-0.60528,
15,-0.60221,
16,-0.60238,
17,-0.64016,
18,-0.6409,
19,-0.63956,
20,-0.63988,
21,-0.63953,
22,-0.63948,
23,-0.64987,
24,-0.64815,
25,-0.64784,
26,-0.64781,
27,-0.64781,
28,-0.64781,
29,-0.64781,
30,-0.64983,
31,-0.64947,
32,-0.64945,
33,-0.64945,
34,-0.64945,
35,-0.64945,
36,-0.64981,
37,-0.64977,
38,-0.64977,
39,-0.64977,
40,-0.64977,
41,-0.64977,
42,-0.64977,
43,-0.64983,
44,-0.64983,
45,-0.64983,
46,-0.64983,
47,-0.64983,
48,-0.64983,
49,-0.64984,
50,-0.64984,
51,-0.64984,
52,-0.64984,
52,-0.64984,
