"iter","cost",
0,0.15337,
1,-1.4882,
2,-1.8974,
3,-0.41116,
4,-0.35501,
5,-0.11413,
6,-0.039004,
7,-0.04904,
8,-0.039523,
9,-0.039536,
10,-0.13008,
11,-0.2616,
12,-0.2558,
13,-0.39995,
14,-0.46402,
15,-0.46215,
16,-0.46306,
17,-0.46222,
18,-0.52156,
19,-0.52327,
20,-0.52263,
21,-0.52312,
22,-0.52314,
23,-0.52303,
24,-0.52304,
25,-0.52309,
26,-0.52311,
27,-0.52311,
28,-0.53726,
29,-0.53714,
30,-0.53684,
31,-0.53682,
32,-0.53682,
33,-0.53682,
34,-0.53682,
35,-0.53979,
36,-0.53967,
37,-0.53965,
38,-0.53965,
39,-0.53965,
40,-0.54024,
41,-0.54023,
42,-0.54023,
43,-0.54023,
44,-0.54023,
45,-0.54034,
46,-0.54034,
47,-0.54034,
48,-0.54034,
49,-0.54034,
50,-0.54034,
51,-0.54037,
52,-0.54037,
53,-0.54037,
54,-0.54037,
54,-0.54037,
