"iter","cost",
0,-1.9907,
1,-1.662,
2,-1.2187,
3,-1.0037,
4,-0.50174,
5,-0.34231,
6,-0.31739,
7,-0.30386,
8,-0.41433,
9,-0.49127,
10,-0.48144,
11,-0.56306,
12,-0.58403,
13,-0.58176,
14,-0.58298,
15,-0.58206,
16,-0.61141,
17,-0.60967,
18,-0.60887,
19,-0.60872,
20,-0.60869,
21,-0.61502,
22,-0.61429,
23,-0.61424,
24,-0.61423,
25,-0.61423,
26,-0.61541,
27,-0.61532,
28,-0.61532,
29,-0.61532,
30,-0.61554,
31,-0.61554,
32,-0.61554,
33,-0.61554,
34,-0.61554,
35,-0.61558,
36,-0.61558,
37,-0.61558,
38,-0.61558,
39,-0.61559,
40,-0.61559,
41,-0.61559,
41,-0.61559,
