,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,2.6726999999999997e-05,-3
1,0.0,0.0,0.0,2.6726999999999997e-05,-2
2,0.0,0.0,0.0,2.6726999999999997e-05,-1
3,0.7580100000000001,0.19226,0.14862,0.041652,0
4,0.79524,0.19226,0.14862,0.2031,1
5,0.85801,0.19226,0.26416999999999996,0.28639000000000003,2
6,2.2152,0.19226,0.31953000000000004,0.32791,3
7,2.2942,0.30522,0.54135,0.32791,4
8,2.4202,2.6109,4.1287,0.36956999999999995,5
9,,,,0.36956999999999995,6
10,,,,0.36956999999999995,7
11,,,,0.36956999999999995,8
