,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,2.4837e-05,-3
1,0.0,0.0,0.0,2.4837e-05,-2
2,0.0,0.0,0.0,2.4837e-05,-1
3,0.30351999999999996,0.051692999999999996,0.9221799999999999,0.21649000000000002,0
4,0.50531,0.051692999999999996,0.9221799999999999,0.25906999999999997,1
5,0.5583100000000001,0.31756999999999996,1.6525,0.38795,2
6,0.6907300000000001,0.31756999999999996,2.53,0.7730199999999999,3
7,0.8082199999999999,0.36945,2.8498,0.8111,4
8,1.0490000000000002,0.56858,12.2228,0.85331,5
9,,,,0.85331,6
