,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,2.5901999999999997e-05,-3
1,0.0,0.0,0.0,2.5901999999999997e-05,-2
2,0.0,0.0,0.0,2.5901999999999997e-05,-1
3,0.5048600000000001,0.029075999999999998,0.70494,0.10647000000000001,0
4,0.5200100000000001,0.029075999999999998,0.70494,0.48795,1
5,0.5200100000000001,0.029075999999999998,0.70494,1.389,2
6,0.5200100000000001,0.029075999999999998,0.73243,1.4328,3
7,0.5743699999999999,0.074338,0.8420000000000001,1.4328,4
8,0.74851,0.12925,1.1320000000000001,1.4328,5
9,,2.7084,1.1563,1.4833,6
10,,,,1.4833,7
11,,,,1.4833,8
