"iter","time","maxviolation","meanviolation","cost",
0,0,1.3117,0.30881,52.7495,
1,0.21307,1.3617,0.29659,0.11805,
2,0.32081,1.2712,0.25171,2.3772,
3,0.42211,1.256,0.13268,25.5431,
4,0.64704,0.012341,0.0032111,94.1151,
5,0.72947,0.0081789,0.0021564,94.4475,
6,0.79726,0.0055432,0.0014559,94.6652,
7,0.87956,0.0037643,0.00098609,94.8101,
8,0.97646,0.0025593,0.0006692,94.9073,
9,1.0777,0.0017412,0.00045473,94.9729,
10,1.2263,0.0011852,0.00030926,95.0173,
11,1.3209,0.00080699,0.00021045,95.0475,
12,1.4035,0.00054957,0.00014326,95.0679,
13,1.4896,0.00037432,9.7548e-05,95.0819,
14,1.5818,0.00025497,6.6434e-05,95.0913,
15,1.6537,0.00017369,4.5249e-05,95.0978,
16,1.7567,0.00011832,3.0823e-05,95.1022,
17,1.8359,8.0607e-05,2.0997e-05,95.1051,
18,1.9229,5.4915e-05,1.4304e-05,95.1072,
19,2.0063,3.7412e-05,9.7446e-06,95.1086,
20,2.0917,2.5488e-05,6.6386e-06,95.1095,
21,2.1748,1.7365e-05,4.5227e-06,95.1102,
22,2.2498,1.183e-05,3.0813e-06,95.1106,
23,2.3348,8.0598e-06,2.0992e-06,95.1109,
24,2.4225,5.4912e-06,1.4301e-06,95.1111,
25,2.5556,3.74e-06,9.7532e-07,95.1112,
26,2.6004,3.74e-06,9.7532e-07,95.1112,
27,2.6307,3.74e-06,9.7532e-07,95.1112,
28,2.6572,3.74e-06,9.7532e-07,95.1112,
29,2.6825,3.74e-06,9.7532e-07,95.1112,
30,2.7079,3.74e-06,9.7532e-07,95.1112,
