"iter","time","maxviolation","meanviolation","cost",
0,0,1.4085,0.30762,25.2991,
1,0.070096,1.1893,0.34712,0.25626,
2,0.092627,1.1975,0.30519,1.5842,
3,0.1457,1.0389,0.22865,8.7346,
4,0.28824,0.0092235,0.0037218,60.6194,
5,0.33839,0.0060793,0.0024492,60.8095,
6,0.38474,0.004066,0.0016357,60.9278,
7,0.43003,0.0027391,0.0011008,61.0045,
8,0.47225,0.0018528,0.00074402,61.0552,
9,0.51936,0.0012564,0.00050426,61.0891,
10,0.55938,0.00085332,0.00034236,61.1119,
11,0.60554,0.00058015,0.00023271,61.1274,
12,0.65253,0.0003947,0.00015829,61.1378,
13,0.69926,0.00026865,0.00010773,61.1449,
14,0.75205,0.00018291,7.3342e-05,61.1497,
15,0.79775,0.00012456,4.9943e-05,61.153,
16,0.85229,8.4839e-05,3.4014e-05,61.1552,
17,0.90081,5.7789e-05,2.3168e-05,61.1567,
18,0.94697,3.9366e-05,1.5782e-05,61.1578,
19,1.0024,2.6817e-05,1.0751e-05,61.1585,
20,1.0533,1.8269e-05,7.3241e-06,61.1589,
21,1.1127,1.2446e-05,4.9896e-06,61.1593,
22,1.1691,8.4792e-06,3.3993e-06,61.1595,
23,1.213,5.7769e-06,2.3158e-06,61.1596,
24,1.2561,3.9356e-06,1.5777e-06,61.1597,
25,1.302,2.6809e-06,1.0748e-06,61.1598,
26,1.3545,1.8267e-06,7.3229e-07,61.1599,
27,1.3775,1.8267e-06,7.3229e-07,61.1599,
28,1.4029,1.8267e-06,7.3229e-07,61.1599,
29,1.4262,1.8267e-06,7.3229e-07,61.1599,
30,1.4488,1.8267e-06,7.3229e-07,61.1599,
