"iter","time","maxviolation","meanviolation","cost",
0,0,1.5912,0.33969,38.6503,
1,0.063153,1.0681,0.39959,0.065947,
2,0.10585,1.0816,0.37913,1.0049,
3,0.26951,0.022992,0.0085157,75.9005,
4,0.32286,0.017972,0.005929,76.0952,
5,0.37363,0.013303,0.0040925,76.2425,
6,0.42644,0.0095507,0.0028117,76.3506,
7,0.50174,0.0067322,0.0019262,76.4283,
8,0.56622,0.0046909,0.0013171,76.4832,
9,0.61904,0.0032442,0.00089959,76.5215,
10,0.67544,0.0022327,0.00061391,76.5481,
11,0.73142,0.0015315,0.00041873,76.5664,
12,0.78935,0.0010482,0.00028549,76.579,
13,0.85317,0.00071637,0.00019461,76.5876,
14,0.9093,0.0004891,0.00013263,76.5935,
15,0.96108,0.0003337,9.0382e-05,76.5976,
16,1.0341,0.00022757,6.1587e-05,76.6003,
17,1.121,0.00015515,4.1963e-05,76.6022,
18,1.1956,0.00010575,2.8591e-05,76.6035,
19,1.2565,7.2069e-05,1.948e-05,76.6043,
20,1.3104,4.9109e-05,1.3272e-05,76.6049,
21,1.3633,3.3462e-05,9.0425e-06,76.6053,
22,1.4167,2.28e-05,6.1607e-06,76.6056,
23,1.4707,1.5534e-05,4.1973e-06,76.6058,
24,1.5213,1.0584e-05,2.8596e-06,76.6059,
25,1.5803,7.2115e-06,1.9482e-06,76.606,
26,1.634,4.9143e-06,1.3273e-06,76.6061,
27,1.6828,3.3474e-06,9.0425e-07,76.6061,
28,1.7283,2.2805e-06,6.1633e-07,76.6061,
29,1.7761,1.5539e-06,4.1972e-07,76.6061,
30,1.7988,1.5539e-06,4.1972e-07,76.6061,
