"iter","time","maxviolation","meanviolation","cost",
0,0,1.4085,0.30762,25.2991,
1,0.072874,1.1919,0.34974,0.22751,
2,0.10161,1.2329,0.3023,1.7964,
3,0.15004,1.1459,0.22982,9.1716,
4,0.25457,0.043336,0.0033389,62.6805,
5,0.31371,0.02893,0.0017802,62.8904,
6,0.36152,0.01968,0.0011277,62.9281,
7,0.40685,0.013406,0.00075173,62.9354,
8,0.44117,0.0091332,0.00050881,62.9369,
9,0.47328,0.0062224,0.00034597,62.9372,
10,0.51123,0.0042392,0.00023557,62.9373,
11,0.5481,0.0028882,0.00016047,62.9373,
12,0.5715,0.0028882,0.00016047,62.9373,
13,0.59401,0.0028882,0.00016047,62.9373,
14,0.62083,0.0028882,0.00016047,62.9373,
15,0.64431,0.0028882,0.00016047,62.9373,
16,0.66887,0.0028882,0.00016047,62.9373,
17,0.6923,0.0028882,0.00016047,62.9373,
18,0.71542,0.0028882,0.00016047,62.9373,
19,0.73946,0.0028882,0.00016047,62.9373,
20,0.7635,0.0028882,0.00016047,62.9373,
21,0.78661,0.0028882,0.00016047,62.9373,
22,0.80861,0.0028882,0.00016047,62.9373,
23,0.8329,0.0028882,0.00016047,62.9373,
24,0.85701,0.0028882,0.00016047,62.9373,
25,0.88258,0.0028882,0.00016047,62.9373,
26,0.90595,0.0028882,0.00016047,62.9373,
27,0.92982,0.0028882,0.00016047,62.9373,
28,0.95296,0.0028882,0.00016047,62.9373,
29,0.979,0.0028882,0.00016047,62.9373,
30,1.0027,0.0028882,0.00016047,62.9373,
