"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,1.2262,0.31639,23.7969,94.8854,
1,0.095162,1.5545,0.31296,0.015423,4.0475,
2,0.39543,1.4095,0.28025,0.49453,11.0035,
3,0.53428,1.4498,0.1572,21.9048,53.5727,
4,0.78588,0.066223,0.01658,90.1414,150.7181,
5,0.99612,0.039565,0.0079527,90.4445,146.6365,
6,1.0763,0.025595,0.0043657,90.6232,143.8974,
7,1.1602,0.022131,0.0028679,90.8487,142.8743,
8,1.2409,0.0067899,0.001126,91.1649,142.1735,
9,1.3227,0.0029721,0.00051841,91.2442,141.9434,
10,1.405,0.0020935,0.00027022,91.2742,141.5322,
11,1.4903,0.001648,0.00015226,91.2933,141.1664,
12,1.5711,0.0012998,9.7329e-05,91.303,140.8368,
13,1.6404,0.0010304,6.7113e-05,91.3095,140.5659,
14,1.7137,0.00081707,4.9466e-05,91.3139,140.3443,
15,1.7899,0.00064846,3.7672e-05,91.3171,140.1666,
16,1.834,0.00051467,2.9384e-05,91.3194,140.0244,
17,1.8971,0.00040853,2.3044e-05,91.3213,139.9113,
18,1.946,0.00032428,1.8216e-05,91.3228,139.8213,
19,2.0022,0.00025737,1.4443e-05,91.3239,139.7498,
20,2.0328,0.00020427,1.145e-05,91.3248,139.6931,
21,2.0735,0.00016211,9.0835e-06,91.3255,139.6481,
22,2.1176,0.00012864,7.2037e-06,91.3261,139.6124,
23,2.1481,0.00010208,5.7159e-06,91.3266,139.584,
24,2.1787,8.1004e-05,4.5356e-06,91.3269,139.5615,
25,2.2095,6.4278e-05,3.5988e-06,91.3272,139.5437,
26,2.2411,5.1004e-05,2.8555e-06,91.3274,139.5295,
27,2.272,4.047e-05,2.2658e-06,91.3276,139.5183,
28,2.3027,3.2112e-05,1.7978e-06,91.3277,139.5094,
29,2.3428,2.5479e-05,1.4267e-06,91.3279,139.5023,
30,2.3761,2.0216e-05,1.1318e-06,91.3279,139.4967,
31,2.4167,1.604e-05,8.9797e-07,91.328,139.4922,
32,2.4465,1.2729e-05,7.121e-07,91.3281,139.4887,
33,2.4776,1.0104e-05,5.6549e-07,91.3281,139.4859,
34,2.5008,8.0113e-06,4.4831e-07,91.3282,139.4837,
35,2.5338,6.3619e-06,3.563e-07,91.3282,139.4819,
36,2.5584,5.0419e-06,2.8261e-07,91.3282,139.4805,
37,2.5823,4.0026e-06,2.2424e-07,91.3282,139.4794,
38,2.6049,3.1738e-06,1.7785e-07,91.3282,139.4785,
39,2.627,2.5185e-06,1.4116e-07,91.3282,139.4778,
40,2.6493,1.9971e-06,1.1191e-07,91.3283,139.4773,
41,2.6694,1.5859e-06,8.8845e-08,91.3283,139.4768,
42,2.6911,1.2591e-06,7.0534e-08,91.3283,139.4765,
43,2.7058,1.006e-06,5.7606e-08,91.3283,139.4762,
44,2.7294,7.8982e-07,4.5407e-08,91.3283,139.476,
45,2.7399,6.2824e-07,3.5407e-08,91.3283,139.4758,
46,2.7521,5.0494e-07,2.9067e-08,91.3283,139.4757,
47,2.7734,1.1531e-07,6.7094e-09,91.3283,139.4756,
48,2.7846,9.175e-08,5.2025e-09,91.3283,139.4755,
