"iter","time","maxviolation","meanviolation","cost",
0,0,14.088,14.088,66.2581,
1,0.081112,0.10759,0.10759,20.2998,
2,0.11362,0.032069,0.032069,20.3775,
3,0.1385,0.025213,0.025213,20.3881,
4,0.16373,0.019919,0.019919,20.3974,
5,0.19206,0.01584,0.01584,20.4054,
6,0.21726,0.012716,0.012716,20.4123,
7,0.24031,0.010348,0.010348,20.4181,
8,0.28974,0.003102,0.003102,20.4423,
9,0.3234,0.0024352,0.0024352,20.4457,
10,0.35758,0.0019202,0.0019202,20.4486,
11,0.39196,0.0015234,0.0015234,20.4511,
12,0.43226,0.0012191,0.0012191,20.4533,
13,0.47107,0.00098779,0.00098779,20.4552,
14,0.50887,0.0008154,0.0008154,20.4567,
15,0.63518,0.00023449,0.00023449,20.4637,
16,0.69826,0.00018462,0.00018462,20.4646,
17,0.75777,0.00014618,0.00014618,20.4654,
18,0.85741,0.00011666,0.00011666,20.4661,
19,0.97853,9.4156e-05,9.4156e-05,20.4666,
20,1.0873,7.7268e-05,7.7268e-05,20.4671,
21,1.2728,2.2564e-05,2.2564e-05,20.4693,
22,1.3466,1.7742e-05,1.7742e-05,20.4695,
23,1.4864,1.4023e-05,1.4023e-05,20.4698,
24,1.6257,1.1164e-05,1.1164e-05,20.47,
25,1.8425,8.9784e-06,8.9784e-06,20.4702,
26,1.9743,7.3293e-06,7.3293e-06,20.4703,
27,2.2131,2.1711e-06,2.1711e-06,20.471,
28,2.2279,1.7052e-06,1.7052e-06,20.4711,
29,2.4588,1.3456e-06,1.3456e-06,20.4712,
30,2.4733,1.0689e-06,1.0689e-06,20.4712,
31,2.4862,8.569e-07,8.569e-07,20.4713,
32,2.7063,8.5688e-07,8.5688e-07,20.4713,
33,2.7147,8.5688e-07,8.5688e-07,20.4713,
