"iter","time","maxviolation","meanviolation","cost",
0,0,6.5118,6.5118,48.59,
1,0.14737,0.074413,0.074413,31.703,
2,0.1566,0.074413,0.074413,31.703,
3,0.27939,0.009673,0.009673,31.8063,
4,0.28819,0.009673,0.009673,31.8063,
5,0.2978,0.009673,0.009673,31.8063,
6,0.30695,0.009673,0.009673,31.8063,
7,0.316,0.009673,0.009673,31.8063,
8,0.32513,0.009673,0.009673,31.8063,
9,1.1949,0.0010325,0.0010325,31.8516,
10,1.2094,0.0010325,0.0010325,31.8516,
11,1.224,0.0010325,0.0010325,31.8516,
12,1.2385,0.0010325,0.0010325,31.8516,
13,1.252,0.0010325,0.0010325,31.8516,
14,1.9961,9.8147e-05,9.8147e-05,31.8677,
15,2.0144,9.8147e-05,9.8147e-05,31.8677,
16,2.042,9.8147e-05,9.8147e-05,31.8677,
17,2.1058,9.8145e-05,9.8145e-05,31.8677,
18,2.1577,9.8146e-05,9.8146e-05,31.8677,
19,2.18,9.8146e-05,9.8146e-05,31.8677,
20,2.207,9.8146e-05,9.8146e-05,31.8677,
21,3.4796,8.981e-06,8.981e-06,31.8728,
22,3.5044,8.981e-06,8.981e-06,31.8728,
23,3.5288,8.981e-06,8.981e-06,31.8728,
24,3.5549,8.981e-06,8.981e-06,31.8728,
25,3.5798,8.981e-06,8.981e-06,31.8728,
26,3.6175,8.981e-06,8.981e-06,31.8728,
27,5.8446,3.8405e-06,3.8405e-06,31.8736,
28,7.9096,1.0929e-06,1.0929e-06,31.8743,
29,10.1213,1.0929e-06,1.0929e-06,31.8743,
30,10.2684,8.1233e-07,8.1233e-07,31.8744,
31,10.3065,8.1233e-07,8.1233e-07,31.8744,
