"iter","time","maxviolation","meanviolation","cost",
0,0,19.6947,19.6947,85.3762,
1,0.12761,1.0502,1.0502,43.0403,
2,0.17456,0.11308,0.11308,44.4638,
3,0.22922,0.028959,0.028959,44.8109,
4,0.26518,0.02301,0.02301,44.8496,
5,0.29627,0.018452,0.018452,44.8828,
6,0.33283,0.014997,0.014997,44.9109,
7,0.41158,0.0045056,0.0045056,45.027,
8,0.46323,0.0035356,0.0035356,45.0431,
9,0.50606,0.0027865,0.0027865,45.0571,
10,0.54668,0.0022093,0.0022093,45.0693,
11,0.61947,0.0017664,0.0017664,45.0797,
12,0.67163,0.0014295,0.0014295,45.0886,
13,0.74964,0.0011779,0.0011779,45.0959,
14,0.88108,0.00034027,0.00034027,45.1293,
15,1.0142,0.0002678,0.0002678,45.1337,
16,1.1395,0.00021192,0.00021192,45.1375,
17,1.259,0.00016899,0.00016899,45.1408,
18,1.3256,0.00013624,0.00013624,45.1436,
19,1.4703,0.00011162,0.00011162,45.1459,
20,1.6193,3.2739e-05,3.2739e-05,45.1561,
21,1.7459,2.5734e-05,2.5734e-05,45.1574,
22,1.8151,2.0329e-05,2.0329e-05,45.1586,
23,1.9363,1.6173e-05,1.6173e-05,45.1597,
24,2.0447,1.2994e-05,1.2994e-05,45.1605,
25,2.1914,1.0592e-05,1.0592e-05,45.1613,
26,2.4651,3.1502e-06,3.1502e-06,45.1644,
27,2.4816,2.4734e-06,2.4734e-06,45.1648,
28,2.4981,1.9509e-06,1.9509e-06,45.1652,
29,2.513,1.5487e-06,1.5487e-06,45.1655,
30,2.7604,1.2404e-06,1.2404e-06,45.1658,
31,2.7746,1.0065e-06,1.0065e-06,45.166,
32,2.7955,3.8777e-07,3.8777e-07,45.1668,
33,2.9962,3.8777e-07,3.8777e-07,45.1668,
34,3.0146,3.8777e-07,3.8777e-07,45.1668,
