"iter","time","maxviolation","meanviolation","cost",
0,0,25.56,25.56,85.2679,
1,0.28686,0.57289,0.57289,26.4064,
2,0.42382,0.074559,0.074559,26.382,
3,0.48438,0.021985,0.021985,26.5633,
4,0.51577,0.017272,0.017272,26.5878,
5,0.54932,0.013637,0.013637,26.6091,
6,0.59459,0.010839,0.010839,26.6275,
7,0.64462,0.0086979,0.0086979,26.6433,
8,0.67909,0.0070774,0.0070774,26.6565,
9,0.82706,0.0021153,0.0021153,26.712,
10,0.90366,0.0016601,0.0016601,26.7196,
11,1.0329,0.0013087,0.0013087,26.7262,
12,1.1303,0.001038,0.001038,26.732,
13,1.2246,0.00083053,0.00083053,26.7369,
14,1.2993,0.00067284,0.00067284,26.7411,
15,1.3904,0.0005553,0.0005553,26.7446,
16,1.6465,0.00015962,0.00015962,26.7604,
17,1.7743,0.00012566,0.00012566,26.7625,
18,1.9198,9.9483e-05,9.9483e-05,26.7643,
19,2.1017,7.9382e-05,7.9382e-05,26.7659,
20,2.1824,6.4059e-05,6.4059e-05,26.7672,
21,2.3486,5.2558e-05,5.2558e-05,26.7683,
22,2.6077,1.5352e-05,1.5352e-05,26.7731,
23,2.802,1.2071e-05,1.2071e-05,26.7738,
24,2.8166,9.54e-06,9.54e-06,26.7743,
25,3.1229,7.5938e-06,7.5938e-06,26.7748,
26,3.1376,6.1065e-06,6.1065e-06,26.7752,
27,3.4066,4.9839e-06,4.9839e-06,26.7756,
28,3.8414,1.477e-06,1.477e-06,26.777,
29,3.8564,1.16e-06,1.16e-06,26.7772,
30,3.8717,9.1533e-07,9.1533e-07,26.7774,
31,3.8873,7.2699e-07,7.2699e-07,26.7776,
32,4.1373,7.2699e-07,7.2699e-07,26.7776,
33,4.1584,7.2699e-07,7.2699e-07,26.7776,
